"bodyid","pre","post","upstream","downstream","status","statusLabel","cropped","voxels","name","type","cellBodyFiber","soma","class","cell.type","connectivity.type","layer","ct.layer","ItoLee_Hemilineage","pnt","classic.transmitter"
856408517,138,408,408,1193,"Traced","Roughly traced",FALSE,344543424,"ADL01d_pct_R","ADL01d_pct","ADL01^LBDL2",TRUE,"LHON","ADL01d_pct","ADL01d_pct",3.55566905005107,4,"LHl1_lateral","LHAV4","GABA"
703305408,172,499,499,1561,"Traced","Roughly traced",FALSE,360523837,"ADL01d_pct(aSP6b)_R","ADL01d_pct","ADL01^LBDL2",TRUE,"LHON","ADL01d_pct","ADL01d_pct",3.68224299065421,4,"LHl1_lateral","LHAV4","GABA"
826762561,138,309,309,1108,"Traced","Roughly traced",FALSE,249242295,"ADL01d_pct_R","ADL01d_pct","ADL01^LBDL2",FALSE,"LHON","ADL01d_pct","ADL01d_pct",3.51599587203302,4,"LHl1_lateral","LHAV4","GABA"
979519562,167,372,372,1553,"Traced","Roughly traced",FALSE,353842029,"ADL01d_pct_R","ADL01d_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01d_pct","ADL01d_pct",3.40410256410256,4,"LHl1_lateral","LHAV4","GABA"
1014392280,85,101,101,621,"Traced","Roughly traced",FALSE,160094104,"ADL01g_pct(aSP6a)_R","ADL01g_pct","ADL01^LBDL2",FALSE,"LHON","ADL01g_pct","ADL01g_pct",4.0225641025641,5,"LHl1_lateral","LHAV4","GABA"
890925383,68,132,132,606,"Traced","Roughly traced",FALSE,208233064,"ADL01g_pct(aSP6a)_R","ADL01g_pct","ADL01^LBDL2",TRUE,"LHON","ADL01g_pct","ADL01g_pct",5.28893442622951,5,"LHl1_lateral","LHAV4","GABA"
5813009998,65,148,148,536,"Traced","Roughly traced",FALSE,223983385,"ADL01g_pct(aSP6a)_R","ADL01g_pct","ADL01^LBDL2",TRUE,"LHON","ADL01g_pct","ADL01g_pct",5.25151515151515,5,"LHl1_lateral","LHAV4","GABA"
1014051490,83,139,139,614,"Traced","Roughly traced",FALSE,241373686,"ADL01g_pct(aSP6a)_R","ADL01g_pct","ADL01^LBDL2",TRUE,"LHON","ADL01g_pct","ADL01g_pct",4.29663608562691,5,"LHl1_lateral","LHAV4","GABA"
949870573,86,155,155,595,"Traced","Roughly traced",FALSE,221026084,"ADL01g_pct(aSP6a)_R","ADL01g_pct","ADL01^LBDL2",TRUE,"LHON","ADL01g_pct","ADL01g_pct",5.23132036847492,5,"LHl1_lateral","LHAV4","GABA"
1130605683,148,248,248,1595,"Traced","Roughly traced",FALSE,332901328,"ADL01i_pct_R","ADL01i_pct","ADL01^LBDL2",TRUE,"LHON","ADL01i_pct","ADL01i_pct",3.30761316872428,3,"LHl1_lateral","LHAV4","GABA"
1259528984,169,257,257,1688,"Traced","Roughly traced",FALSE,389013635,"ADL01i_pct_R","ADL01i_pct","ADL01^LBDL2",TRUE,"LHON","ADL01i_pct","ADL01i_pct",3.67592592592593,3,"LHl1_lateral","LHAV4","GABA"
1131988003,296,867,867,3230,"Traced","Roughly traced",FALSE,516473690,"ADL01j_pct_R","ADL01j_pct","ADL01^LBDL2",TRUE,"LHON","ADL01j_pct","ADL01j_pct",5.37970711297071,5,"LHl1_lateral","LHAV4","GABA"
1162711771,74,64,64,547,"Traced","Roughly traced",FALSE,168507817,"ADL01k_pct_R","ADL01k_pct","ADL01^LBDL2",TRUE,"LHON","ADL01k_pct","ADL01k_pct",4.29003021148036,5,"LHl1_lateral","LHAV4","GABA"
1134703538,77,77,77,499,"Traced","Roughly traced",FALSE,185656334,"ADL01k_pct_R","ADL01k_pct","ADL01^LBDL2",TRUE,"LHON","ADL01k_pct","ADL01k_pct",5.732,5,"LHl1_lateral","LHAV4","GABA"
357490931,111,214,214,989,"Traced","Roughly traced",FALSE,433564391,"ADL01lw_pct_R","ADL01lw_pct","ADL01^LBDL2",TRUE,"LHON","ADL01lw_pct","ADL01lw_pct",3.21199586349535,3,"LHl1_lateral","LHAV4","GABA"
948812702,117,329,329,1151,"Traced","Roughly traced",FALSE,428055336,"ADL01lw_pct_R","ADL01lw_pct","ADL01^LBDL2",TRUE,"LHON","ADL01lw_pct","ADL01lw_pct",3.47010309278351,3,"LHl1_lateral","LHAV4","GABA"
5813010525,98,179,179,1085,"Traced","Roughly traced",FALSE,242269652,"ADL01lx_pct_R","ADL01lx_pct","ADL01^LBDL2",TRUE,"LHON","ADL01lx_pct","ADL01lx_pct",3.14358974358974,3,"LHl1_lateral","LHAV4","GABA"
607096048,91,236,236,993,"Traced","Roughly traced",FALSE,232686781,"ADL01lx_pct_R","ADL01lx_pct","ADL01^LBDL2",TRUE,"LHON","ADL01lx_pct","ADL01lx_pct",3.13874614594039,3,"LHl1_lateral","LHAV4","GABA"
5813087621,637,1005,1005,5963,"Traced","Roughly traced",FALSE,854929501,"ADL01m_pct_R","ADL01m_pct","ADL01^LBDL2",TRUE,"LHON","ADL01m_pct","ADL01m_pct",3.42901554404145,3,"LHl1_lateral","LHAV4","GABA"
700550360,81,155,155,814,"Traced","Roughly traced",FALSE,272965677,"ADL01n_c_pct(pSP9)_R","ADL01n_c_pct","ADL01^LBDL2",TRUE,"LHON","ADL01n_c_pct","ADL01n_c_pct",3.21190716448032,3,"LHl1_lateral","LHAV4","GABA"
762948368,97,141,141,835,"Traced","Roughly traced",FALSE,231274939,"ADL01n_c_pct(pSP9)_R","ADL01n_c_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01n_c_pct","ADL01n_c_pct",3.07923771313942,3,"LHl1_lateral","LHAV4","GABA"
731567967,93,194,194,981,"Traced","Roughly traced",FALSE,254463160,"ADL01n_c_pct(pSP9)_R","ADL01n_c_pct","ADL01^LBDL2",TRUE,"LHON","ADL01n_c_pct","ADL01n_c_pct",3.22143579373104,3,"LHl1_lateral","LHAV4","GABA"
731918732,87,123,123,669,"Traced","Roughly traced",FALSE,243816345,"ADL01n_c_pct(pSP9)_R","ADL01n_c_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01n_c_pct","ADL01n_c_pct",3.1,3,"LHl1_lateral","LHAV4","GABA"
762263004,100,264,264,1060,"Traced","Roughly traced",FALSE,260002760,"ADL01n_c_pct_R","ADL01n_c_pct","ADL01^LBDL2",TRUE,"LHON","ADL01n_c_pct","ADL01n_c_pct",3.27189409368635,3,"LHl1_lateral","LHAV4","GABA"
887433630,88,186,186,687,"Traced","Roughly traced",FALSE,232462953,"ADL01n_c_pct_R","ADL01n_c_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01n_c_pct","ADL01n_c_pct",3.09174311926605,3,"LHl1_lateral","LHAV4","GABA"
669869547,230,420,420,1921,"Traced","Roughly traced",FALSE,334728169,"ADL01n_d_pct(pSP9)_R","ADL01n_d_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01n_d_pct","ADL01n_d_pct",3.34702258726899,3,"LHl1_lateral","LHAV4","GABA"
856407289,150,239,239,1166,"Traced","Roughly traced",FALSE,302486651,"ADL01n_d_pct_R","ADL01n_d_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01n_d_pct","ADL01n_d_pct",3.22949117341641,3,"LHl1_lateral","LHAV4","GABA"
980198319,116,287,287,1030,"Traced","Roughly traced",FALSE,251150742,"ADL01n_d_pct(pSP9)_R","ADL01n_d_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01n_d_pct","ADL01n_d_pct",3.19875130072841,3,"LHl1_lateral","LHAV4","GABA"
851684210,120,274,274,1005,"Traced","Roughly traced",FALSE,231183910,"ADL01n_d_pct_R","ADL01n_d_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01n_d_pct","ADL01n_d_pct",3.14388489208633,3,"LHl1_lateral","LHAV4","GABA"
918123297,94,212,212,917,"Traced","Roughly traced",FALSE,248435247,"ADL01n_d_pct(pSP9)_R","ADL01n_d_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01n_d_pct","ADL01n_d_pct",3.09846153846154,3,"LHl1_lateral","LHAV4","GABA"
5813014585,79,251,251,706,"Traced","Roughly traced",FALSE,224522366,"ADL01n_d_pct_R","ADL01n_d_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01n_d_pct","ADL01n_d_pct",3.18930041152263,3,"LHl1_lateral","LHAV4","GABA"
885132185,368,1406,1406,3638,"Traced","Roughly traced",FALSE,808776486,"ADL01oa_pct_R","ADL01oa_pct","ADL01^LBDL2",TRUE,"LHON","ADL01oa_pct","ADL01oa_pct",5.1419689119171,5,"LHl1_lateral","LHAV4","GABA"
640221192,165,560,560,1510,"Traced","Roughly traced",FALSE,431209664,"ADL01od_pct_R","ADL01od_pct","ADL01^LBDL2",TRUE,"LHON","ADL01od_pct","ADL01od_pct",3.84647302904564,4,"LHl1_lateral","LHAV4","GABA"
732280395,183,577,577,1449,"Traced","Roughly traced",FALSE,412334959,"ADL01od_pct_R","ADL01od_pct","ADL01^LBDL2",TRUE,"LHON","ADL01od_pct","ADL01od_pct",3.98550724637681,4,"LHl1_lateral","LHAV4","GABA"
328861282,2574,12649,12649,22464,"Traced","Roughly traced",FALSE,3918235369,"ADL01oe_pct_R","ADL01oe_pct","ADL01^LBDL2",TRUE,"CENT","ADL01oe_pct","ADL01oe_pct",4.23566214807091,4,"LHl1_lateral","LHAV4","GABA"
1039267479,78,81,81,711,"Traced","Roughly traced",FALSE,196727448,"ADL01of_pct_R","ADL01of_pct","ADL01^LBDL2",TRUE,"LHON","ADL01of_pct","ADL01of_pct",3.92705167173252,4,"LHl1_lateral","LHAV4","GABA"
705381843,291,594,594,3351,"Traced","Roughly traced",FALSE,563372493,"ADL01og_pct(aSP6a)_R","ADL01og_pct","ADL01^LBDL2",TRUE,"LHON","ADL01og_pct","ADL01og_pct",5.23316062176166,5,"LHl1_lateral","LHAV4","GABA"
766781641,208,442,442,2523,"Traced","Roughly traced",FALSE,467694453,"ADL01og_pct(aSP6a)_R","ADL01og_pct","ADL01^LBDL2",TRUE,"LHON","ADL01og_pct","ADL01og_pct",4.93796004206099,5,"LHl1_lateral","LHAV4","GABA"
764006565,235,469,469,2721,"Traced","Roughly traced",FALSE,468684147,"ADL01og_pct(aSP6a)_R","ADL01og_pct","ADL01^LBDL2",TRUE,"LHON","ADL01og_pct","ADL01og_pct",5.21234309623431,5,"LHl1_lateral","LHAV4","GABA"
921969630,188,367,367,2062,"Traced","Roughly traced",FALSE,391509132,"ADL01og_pct(aSP8a)_R","ADL01og_pct","ADL01^LBDL2",TRUE,"LHON","ADL01og_pct","ADL01og_pct",5.05729166666667,5,"LHl1_lateral","LHAV4","GABA"
1042572999,78,156,156,777,"Traced","Roughly traced",FALSE,236743911,"ADL01oh_pct(pSP9)_R","ADL01oh_pct","ADL01^LBDL2",TRUE,"LHON","ADL01oh_pct","ADL01oh_pct",3.9825282631038,4,"LHl1_lateral","LHAV4","GABA"
731919293,79,188,188,812,"Traced","Roughly traced",FALSE,244814886,"ADL01oh_pct(pSP9)_R","ADL01oh_pct","ADL01^LBDL2",TRUE,"LHON","ADL01oh_pct","ADL01oh_pct",3.72981366459627,4,"LHl1_lateral","LHAV4","GABA"
606444098,95,174,174,962,"Traced","Roughly traced",FALSE,268189497,"ADL01oh_pct_R","ADL01oh_pct","ADL01^LBDL2",TRUE,"LHON","ADL01oh_pct","ADL01oh_pct",3.26831785345717,4,"LHl1_lateral","LHAV4","GABA"
793298641,69,144,144,770,"Traced","Roughly traced",FALSE,232921834,"ADL01oi_pct_R","ADL01oi_pct","ADL01^LBDL2",TRUE,"LHON","ADL01oi_pct","ADL01oi_pct",3.39233954451346,4,"LHl1_lateral","LHAV4","GABA"
699894933,70,170,170,712,"Traced","Roughly traced",FALSE,230548946,"ADL01oi_pct_R","ADL01oi_pct","ADL01^LBDL2",TRUE,"LHON","ADL01oi_pct","ADL01oi_pct",3.80388151174668,4,"LHl1_lateral","LHAV4","GABA"
607104768,112,338,338,999,"Traced","Roughly traced",FALSE,320666309,"ADL01oj_pct_R","ADL01oj_pct","ADL01^LBDL2",TRUE,"LHON","ADL01oj_pct","ADL01oj_pct",3.91692627206646,4,"LHl1_lateral","LHAV4","GABA"
605417133,108,339,339,888,"Traced","Roughly traced",FALSE,321420521,"ADL01oj_pct_R","ADL01oj_pct","ADL01^LBDL2",TRUE,"LHON","ADL01oj_pct","ADL01oj_pct",3.77570093457944,4,"LHl1_lateral","LHAV4","GABA"
731244892,108,221,221,1082,"Traced","Roughly traced",FALSE,309200668,"ADL01oj_pct(pSP9)_R","ADL01oj_pct","ADL01^LBDL2",TRUE,"LHON","ADL01oj_pct","ADL01oj_pct",3.76639344262295,4,"LHl1_lateral","LHAV4","GABA"
638476365,95,223,223,894,"Traced","Roughly traced",FALSE,299774094,"ADL01oj_pct_R","ADL01oj_pct","ADL01^LBDL2",TRUE,"LHON","ADL01oj_pct","ADL01oj_pct",3.96197327852004,4,"LHl1_lateral","LHAV4","GABA"
669852092,204,651,651,1662,"Traced","Roughly traced",FALSE,494883775,"ADL01ok_pct_R","ADL01ok_pct","ADL01^LBDL2",TRUE,"LHON","ADL01ok_pct","ADL01ok_pct",3.82083333333333,4,"LHl1_lateral","LHAV4","GABA"
638136190,151,615,615,1122,"Traced","Roughly traced",FALSE,444442753,"ADL01ok_pct_R","ADL01ok_pct","ADL01^LBDL2",TRUE,"LHON","ADL01ok_pct","ADL01ok_pct",3.67979274611399,4,"LHl1_lateral","LHAV4","GABA"
1011616276,98,314,314,723,"Traced","Roughly traced",FALSE,244356296,"ADL01olc_pct_R","ADL01olc_pct","ADL01^LBDL2",TRUE,"LHON","ADL01olc_pct","ADL01olc_pct",3.39419087136929,3,"LHl1_lateral","LHAV4","GABA"
730882970,196,606,606,1592,"Traced","Roughly traced",FALSE,382246093,"ADL01om_pct_R","ADL01om_pct","ADL01^LBDL2",TRUE,"LHON","ADL01om_pct","ADL01om_pct",3.49258474576271,3,"LHl1_lateral","LHAV4","GABA"
487144598,3047,11412,11412,25902,"Traced","Roughly traced",FALSE,5121621741,"ADL01on_pct_R","ADL01on_pct","ADL01^LBDL2",TRUE,"CENT","ADL01on_pct","ADL01on_pct",4.4070981210856,4,"LHl1_lateral","LHAV4","GABA"
1039867920,142,367,367,1141,"Traced","Roughly traced",FALSE,341115652,"ADL01op_pct_R","ADL01op_pct","ADL01^LBDL2",TRUE,"LHON","ADL01op_pct","ADL01op_pct",3.36194415718718,3,"LHl1_lateral","LHAV4","GABA"
882685590,107,272,272,955,"Traced","Roughly traced",FALSE,198066365,"ADL01op_pct_R","ADL01op_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01op_pct","ADL01op_pct",3.1923474663909,3,"LHl1_lateral","LHAV4","GABA"
792610827,103,176,176,876,"Traced","Roughly traced",FALSE,193440969,"ADL01op_pct_R","ADL01op_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01op_pct","ADL01op_pct",3.30434782608696,3,"LHl1_lateral","LHAV4","GABA"
5813058137,658,1517,1517,6495,"Traced","Traced",FALSE,948386619,"ADL01oq_pct_R","ADL01oq_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01oq_pct","ADL01oq_pct",3.37190082644628,3,"LHl1_lateral","LHAV4","GABA"
637121971,906,1721,1721,8994,"Traced","Roughly traced",FALSE,1071446094,"ADL01or_pct_R","ADL01or_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01or_pct","ADL01or_pct",3.4830421377184,3,"LHl1_lateral","LHAV4","GABA"
5813098080,447,540,540,3955,"Traced","Roughly traced",FALSE,670133411,"ADL01os_pct_R","ADL01os_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01os_pct","ADL01os_pct",3.27604166666667,3,"LHl1_lateral","LHAV4","GABA"
728483069,542,1316,1316,3921,"Traced","Traced",FALSE,757985156,"ADL01os_pct_R","ADL01os_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01os_pct","ADL01os_pct",3.16908713692946,3,"LHl1_lateral","LHAV4","GABA"
822289778,368,826,826,2385,"Traced","Roughly traced",FALSE,529042719,"ADL01os_pct_R","ADL01os_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01os_pct","ADL01os_pct",3.2218782249742,3,"LHl1_lateral","LHAV4","GABA"
823668338,226,582,582,1753,"Traced","Roughly traced",FALSE,430532821,"ADL01os_pct_R","ADL01os_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01os_pct","ADL01os_pct",3.34022750775595,3,"LHl1_lateral","LHAV4","GABA"
759586113,263,1151,1151,2638,"Traced","Roughly traced",FALSE,701625473,"ADL01oy_pct_R","ADL01oy_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01oy_pct","ADL01oy_pct",4.11899791231733,4,"LHl1_lateral","LHAV4","GABA"
700878180,118,204,204,1095,"Traced","Roughly traced",FALSE,248904946,"ADL01p_pct_R","ADL01p_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01p_pct","ADL01p_pct",3.11569416498994,3,"LHl1_lateral","LHAV4","GABA"
512981720,101,181,181,924,"Traced","Roughly traced",FALSE,232908124,"ADL01p_pct_R","ADL01p_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01p_pct","ADL01p_pct",3.12701612903226,3,"LHl1_lateral","LHAV4","GABA"
512645188,65,117,117,637,"Traced","Roughly traced",FALSE,165127510,"ADL01p_pct_R","ADL01p_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01p_pct","ADL01p_pct",3.15361445783133,3,"LHl1_lateral","LHAV4","GABA"
5812980863,115,182,182,1015,"Traced","Roughly traced",FALSE,245255636,"ADL01p_pct_R","ADL01p_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01p_pct","ADL01p_pct",3.0990990990991,3,"LHl1_lateral","LHAV4","GABA"
761580655,150,340,340,1572,"Traced","Roughly traced",FALSE,302137561,"ADL01q_a_pct_R","ADL01q_a_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01q_a_pct","ADL01q_a_pct",3.17538461538462,3,"LHl1_lateral","LHAV4","GABA"
5813010845,152,331,331,1743,"Traced","Roughly traced",FALSE,340820765,"ADL01q_a_pct_R","ADL01q_a_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01q_a_pct","ADL01q_a_pct",3.30564102564103,3,"LHl1_lateral","LHAV4","GABA"
823988254,177,238,238,2054,"Traced","Roughly traced",FALSE,273740730,"ADL01q_a_pct_R","ADL01q_a_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01q_a_pct","ADL01q_a_pct",3.21865284974093,3,"LHl1_lateral","LHAV4","GABA"
667474054,163,495,495,1724,"Traced","Roughly traced",FALSE,347228988,"ADL01q_a_pct_R","ADL01q_a_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01q_a_pct","ADL01q_a_pct",3.19774590163934,3,"LHl1_lateral","LHAV4","GABA"
789580340,120,372,372,1273,"Traced","Roughly traced",FALSE,284820185,"ADL01q_b_pct_R","ADL01q_b_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01q_b_pct","ADL01q_b_pct",3.28527607361963,3,"LHl1_lateral","LHAV4","GABA"
5813061530,165,397,397,1884,"Traced","Roughly traced",FALSE,328464227,"ADL01q_b_pct_R","ADL01q_b_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01q_b_pct","ADL01q_b_pct",3.33162217659138,3,"LHl1_lateral","LHAV4","GABA"
604031105,132,376,376,1180,"Traced","Roughly traced",FALSE,241132280,"ADL01q_b_pct_R","ADL01q_b_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01q_b_pct","ADL01q_b_pct",3.23926380368098,3,"LHl1_lateral","LHAV4","GABA"
605791875,109,183,183,1059,"Traced","Roughly traced",FALSE,345887383,"ADL01s_pct_R","ADL01s_pct","ADL01^LBDL2",TRUE,"LHON","ADL01s_pct","ADL01s_pct",3.3179012345679,3,"LHl1_lateral","LHAV4","GABA"
762957069,134,176,176,1334,"Traced","Roughly traced",FALSE,361507041,"ADL01s_pct_R","ADL01s_pct","ADL01^LBDL2",TRUE,"LHON","ADL01s_pct","ADL01s_pct",3.17713697219361,3,"LHl1_lateral","LHAV4","GABA"
515390688,92,304,304,873,"Traced","Roughly traced",FALSE,411050872,"ADL01t_pct_R","ADL01t_pct","ADL01^LBDL2",TRUE,"LHON","ADL01t_pct","ADL01t_pct",4.50102880658436,4,"LHl1_lateral","LHAV4","GABA"
607787481,142,534,534,1328,"Traced","Roughly traced",FALSE,432490176,"ADL01t_pct_R","ADL01t_pct","ADL01^LBDL2",TRUE,"LHON","ADL01t_pct","ADL01t_pct",4.47794871794872,4,"LHl1_lateral","LHAV4","GABA"
5813035183,135,617,617,1091,"Traced","Roughly traced",FALSE,373736152,"ADL01t_pct_R","ADL01t_pct","ADL01^LBDL2",TRUE,"LHON","ADL01t_pct","ADL01t_pct",4.04607329842932,4,"LHl1_lateral","LHAV4","GABA"
700210227,116,462,462,950,"Traced","Roughly traced",FALSE,364270244,"ADL01t_pct_R","ADL01t_pct","ADL01^LBDL2",TRUE,"LHON","ADL01t_pct","ADL01t_pct",4.02068252326784,4,"LHl1_lateral","LHAV4","GABA"
294437347,245,547,547,2097,"Traced","Roughly traced",FALSE,847397788,"ADL01u_pct_R","ADL01u_pct","ADL01^LBDL2",TRUE,"LHON","ADL01u_pct","ADL01u_pct",4.02371134020619,4,"LHl1_lateral","LHAV4","GABA"
388513464,106,133,133,985,"Traced","Roughly traced",FALSE,358515071,"ADL01v_pct_R","ADL01v_pct","ADL01^LBDL2",TRUE,"LHON","ADL01v_pct","ADL01v_pct",3.37178166838311,3,"LHl1_lateral","LHAV4","GABA"
669171261,91,272,272,821,"Traced","Roughly traced",FALSE,277748159,"ADL01w_pct_R","ADL01w_pct","ADL01^LBDL2",TRUE,"LHON","ADL01w_pct","ADL01w_pct",3.3695652173913,3,"LHl1_lateral","LHAV4","GABA"
5813012083,101,457,457,938,"Traced","Roughly traced",FALSE,418308194,"ADL01w_pct_R","ADL01w_pct","ADL01^LBDL2",TRUE,"LHON","ADL01w_pct","ADL01w_pct",3.45898234683281,3,"LHl1_lateral","LHAV4","GABA"
511966686,90,342,342,821,"Traced","Roughly traced",FALSE,327731480,"ADL01w_pct_R","ADL01w_pct","ADL01^LBDL2",TRUE,"LHON","ADL01w_pct","ADL01w_pct",3.57157569515963,3,"LHl1_lateral","LHAV4","GABA"
700878295,57,234,234,534,"Traced","Roughly traced",FALSE,287259642,"ADL01w_pct_R","ADL01w_pct","ADL01^LBDL2",TRUE,"LHON","ADL01w_pct","ADL01w_pct",3.19547325102881,3,"LHl1_lateral","LHAV4","GABA"
357823645,98,245,245,1031,"Traced","Roughly traced",FALSE,297517998,"ADL01w_pct_R","ADL01w_pct","ADL01^LBDL2",TRUE,"LHON","ADL01w_pct","ADL01w_pct",3.15564598168871,3,"LHl1_lateral","LHAV4","GABA"
5901195038,171,436,436,1691,"Traced","Roughly traced",FALSE,273764149,"ADL01x_a_pct_R","ADL01x_a_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01x_a_pct","ADL01x_a_pct",3.28762886597938,3,"LHl1_lateral","LHAV4","GABA"
883031393,236,633,633,1877,"Traced","Roughly traced",FALSE,358965500,"ADL01x_a_pct_R","ADL01x_a_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01x_a_pct","ADL01x_a_pct",3.24922760041195,3,"LHl1_lateral","LHAV4","GABA"
917086906,208,541,541,1747,"Traced","Roughly traced",FALSE,318744231,"ADL01x_a_pct_R","ADL01x_a_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01x_a_pct","ADL01x_a_pct",3.24382716049383,3,"LHl1_lateral","LHAV4","GABA"
823999989,189,487,487,1808,"Traced","Roughly traced",FALSE,286400387,"ADL01x_a_pct_R","ADL01x_a_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01x_a_pct","ADL01x_a_pct",3.22461538461538,3,"LHl1_lateral","LHAV4","GABA"
851317951,224,459,459,1694,"Traced","Roughly traced",FALSE,352647650,"ADL01x_b_pct_R","ADL01x_b_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01x_b_pct","ADL01x_b_pct",3.13729508196721,3,"LHl1_lateral","LHAV4","GABA"
881991445,222,575,575,1639,"Traced","Roughly traced",FALSE,386956185,"ADL01x_b_pct_R","ADL01x_b_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01x_b_pct","ADL01x_b_pct",3.21663244353183,3,"LHl1_lateral","LHAV4","GABA"
820581199,131,339,339,1060,"Traced","Roughly traced",FALSE,225005908,"ADL01x_b_pct_R","ADL01x_b_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01x_b_pct","ADL01x_b_pct",3.17956656346749,3,"LHl1_lateral","LHAV4","GABA"
794337453,145,555,555,1158,"Traced","Roughly traced",FALSE,301791643,"ADL01x_b_pct_R","ADL01x_b_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01x_b_pct","ADL01x_b_pct",3.26239669421488,3,"LHl1_lateral","LHAV4","GABA"
975432645,140,412,412,1176,"Traced","Roughly traced",FALSE,275611981,"ADL01x_b_pct_R","ADL01x_b_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01x_b_pct","ADL01x_b_pct",3.12755102040816,3,"LHl1_lateral","LHAV4","GABA"
698180393,227,699,699,2363,"Traced","Roughly traced",FALSE,475668842,"ADL01y_pct_R","ADL01y_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01y_pct","ADL01y_pct",3.53073770491803,4,"LHl1_lateral","LHAV4","GABA"
5813133775,264,529,529,2739,"Traced","Roughly traced",FALSE,459055751,"ADL01y_pct_R","ADL01y_pct","ADL01^LBDL2",TRUE,"LHLN","ADL01y_pct","ADL01y_pct",3.57651991614256,4,"LHl1_lateral","LHAV4","GABA"
453026933,249,482,482,2245,"Traced","Roughly traced",FALSE,495282757,"ADL02k_pct_R","ADL02k_pct","ADL02^hLHT1",TRUE,"LHON","ADL02k_pct","ADL02k_pct",3.76258992805755,4,"SLPal1","LHAD1","acetylcholine"
545786473,195,519,519,1974,"Traced","Roughly traced",FALSE,471014215,"ADL02k_pct_R","ADL02k_pct","ADL02^hLHT1",TRUE,"LHON","ADL02k_pct","ADL02k_pct",4.27414330218069,4,"SLPal1","LHAD1","acetylcholine"
639240544,228,568,568,2170,"Traced","Roughly traced",FALSE,507340924,"ADL02k_pct_R","ADL02k_pct","ADL02^hLHT1",TRUE,"LHON","ADL02k_pct","ADL02k_pct",4.13886010362694,4,"SLPal1","LHAD1","acetylcholine"
390953189,224,636,636,1970,"Traced","Roughly traced",FALSE,549529448,"ADL02lk_pct_R","ADL02lk_pct","ADL02^hLHT1",TRUE,"LHON","ADL02lk_pct","ADL02lk_pct",3.55590386624869,4,"SLPal1","LHAD1","acetylcholine"
5901193642,267,680,680,2415,"Traced","Roughly traced",FALSE,540253196,"ADL02lk_pct_R","ADL02lk_pct","ADL02^hLHT1",TRUE,"LHON","ADL02lk_pct","ADL02lk_pct",3.59749739311783,4,"SLPal1","LHAD1","acetylcholine"
697476780,497,629,629,4754,"Traced","Roughly traced",FALSE,947085077,"ADL02n_pct_R","ADL02n_pct","ADL02^hLHT1",TRUE,"LHON","ADL02n_pct","ADL02n_pct",3.53567735263702,4,"SLPal1","LHAD1","acetylcholine"
676479217,786,6956,6956,7371,"Traced","Roughly traced",FALSE,2744314172,"ADL02ob_pct_R","ADL02ob_pct","ADL02^hLHT1",TRUE,"LHON","ADL02ob_pct","ADL02ob_pct",5.71134020618557,6,"SLPal1","LHAD1","acetylcholine"
546127037,119,536,536,1122,"Traced","Roughly traced",FALSE,450506141,"ADL02og_pct(pSP3b)_R","ADL02og_pct","ADL02^hLHT1",TRUE,"LHON","ADL02og_pct","ADL02og_pct",5.03319502074689,5,"SLPal1","LHAD1","acetylcholine"
