BodyID,Name,CBF,M-type,C-type
863331646,AOTU001a,ADL06,ADL06f,ADL06c_pct
923989857,AOTU001a,ADL06,ADL06f,ADL06c_pct
986089634,AOTU001a,ADL06,ADL06f,ADL06c_pct
860892243,AOTU001b,ADL06,ADL06f,ADL06e_a_pct
860905704,AOTU001b,ADL06,ADL06f,ADL06e_a_pct
5813078350,AOTU001b,ADL06,ADL06f,ADL06e_a_pct
861237607,AOTU001c,ADL06,ADL06f,ADL06e_b_pct
861924744,AOTU001c,ADL06,ADL06f,ADL06e_b_pct
862270029,AOTU001c,ADL06,ADL06f,ADL06e_b_pct
862270098,AOTU001c,ADL06,ADL06f,ADL06e_b_pct
861574580,AOTU001d,ADL06,ADL06f,ADL06f_pct
862597411,AOTU001d,ADL06,ADL06f,ADL06f_pct
892614148,AOTU001d,ADL06,ADL06f,ADL06f_pct
894707517,AOTU001e,ADL06,ADL06f,ADL06m_pct
955733080,AOTU001e,ADL06,ADL06f,ADL06m_pct
1170935308,AOTU001e,ADL06,ADL06f,ADL06m_pct
769195048,AOTU002a,ADL08,ADL08a,ADL08h_pct
861241941,AOTU002a,ADL08,ADL08a,ADL08h_pct
861928967,AOTU002a,ADL08,ADL08a,ADL08h_pct
862947261,AOTU002a,ADL08,ADL08a,ADL08h_pct
1041395080,AOTU002a,ADL08,ADL08a,ADL08h_pct
5813022469,AOTU002a,ADL08,ADL08a,ADL08h_pct
861237679,AOTU002b,ADL08,ADL08a,ADL08i_a_pct
861583277,AOTU002b,ADL08,ADL08a,ADL08i_a_pct
862270125,AOTU002b,ADL08,ADL08a,ADL08i_a_pct
892268533,AOTU002b,ADL08,ADL08a,ADL08i_a_pct
892609503,AOTU002b,ADL08,ADL08a,ADL08i_a_pct
986098785,AOTU002b,ADL08,ADL08a,ADL08i_a_pct
1008663864,AOTU002b,ADL08,ADL08a,ADL08i_a_pct
1009004209,AOTU002b,ADL08,ADL08a,ADL08i_a_pct
862265395,AOTU002c,ADL08,ADL08a,ADL08i_b_pct
892286449,AOTU002c,ADL08,ADL08a,ADL08i_b_pct
892959869,AOTU002c,ADL08,ADL08a,ADL08i_b_pct
1355115431,AOTU003a,ADL08,ADL08h,ADL08m_pct
5813094683,AOTU004a,ADM03,ADM03t,ADM03v_pct
860905614,AOTU005a,ADM04,ADM04a,ADM04a_pct
673763861,AOTU006a,ADM05,ADM05d,ADM05c_pct
831225810,AOTU006a,ADM05,ADM05d,ADM05c_pct
861246683,AOTU006a,ADM05,ADM05d,ADM05c_pct
861260193,AOTU006a,ADM05,ADM05d,ADM05c_pct
862274410,AOTU006a,ADM05,ADM05d,ADM05c_pct
861578855,AOTU006b,ADM05,ADM05d,ADM05ob_pct
1324762843,AOTU006b,ADM05,ADM05d,ADM05ob_pct
1509957347,AOTU006b,ADM05,ADM05d,ADM05ob_pct
861229043,AOTU006c,ADM05,ADM05d,ADM05oi_pct
861233300,AOTU006c,ADM05,ADM05d,ADM05oi_pct
861237903,AOTU006c,ADM05,ADM05d,ADM05oi_pct
861592758,AOTU006c,ADM05,ADM05d,ADM05oi_pct
830915321,AOTU007a,ADM11,ADM11g,ADM11g_pct
737824168,AOTU007b,ADM11,ADM11g,ADM11m_pct
861937730,AOTU007c,ADM11,ADM11g,ADM11n_pct
892294329,AOTU007d,ADM11,ADM11g,ADM11p_pct
737832306,AOTU008a,ADM11,ADM11i,ADM11i_pct
861583205,AOTU008b,ADM11,ADM11i,ADM11k_pct
799521639,AOTU009a,ADM11,ADM11e,ADM11e_pct
861242327,AOTU009b,ADM11,ADM11e,ADM11f_pct
1191500957,AOTU009b,ADM11,ADM11e,ADM11f_pct
860896571,AOTU010a,AVM16,AVM16d,AVM16b_pct
861233275,AOTU010a,AVM16,AVM16d,AVM16b_pct
892277112,AOTU010a,AVM16,AVM16d,AVM16b_pct
892618060,AOTU010a,AVM16,AVM16d,AVM16b_pct
5813022816,AOTU011a,PDM05,PDM05a,PDM05a_pct
478618011,AOTU012a,PDM30,PDM30f,PDM30b_pct
1291647067,AOTU013a,PVL08,PVL08c,PVL08g_pct
922643119,AOTU014a,PVL08,PVL08i,PVL08k_pct
954705691,AOTU014a,PVL08,PVL08i,PVL08k_pct
982688871,AOTU014a,PVL08,PVL08i,PVL08k_pct
1692782686,AOTU014a,PVL08,PVL08i,PVL08k_pct
892605049,AOTU014b,PVL08,PVL08i,PVL08w_pct
922966733,AOTU014b,PVL08,PVL08i,PVL08w_pct
955024652,AOTU014b,PVL08,PVL08i,PVL08w_pct
1631714973,AOTU014b,PVL08,PVL08i,PVL08w_pct
791039731,AOTU015a,SCB,SCB065,SCB065_pct
800929667,AOTU015a,SCB,SCB065,SCB065_pct
728991288,ATL001a,PDL05,PDL05o,PDL05oh_pct
5813041251,ATL001a,PDL05,PDL05o,PDL05oh_pct
702200873,ATL001b,PDL05,PDL05o,PDL05op_pct
731176276,ATL001b,PDL05,PDL05o,PDL05op_pct
733235394,ATL001b,PDL05,PDL05o,PDL05op_pct
5813049491,ATL001b,PDL05,PDL05o,PDL05op_pct
664787948,ATL002a,PDL06,PDL06b,PDL06b_pct
822229630,ATL002a,PDL06,PDL06b,PDL06b_pct
455141922,ATL003a,PDL16,PDL16l,CSm-At(b)
607373222,ATL003a,PDL16,PDL16l,CSm-At(b)
455483094,ATL004a,PDL20,PDL20r,PDL20u_pct
577697202,ATL004a,PDL20,PDL20r,PDL20u_pct
578034170,ATL004a,PDL20,PDL20r,PDL20u_pct
727968539,ATL004a,PDL20,PDL20r,PDL20u_pct
694813336,ATL005a,PDL23,PDL23b,PDL23h_pct
787909611,ATL005a,PDL23,PDL23b,PDL23h_pct
758636869,ATL005b,PDL23,PDL23b,PDL23ob_pct
727276708,ATL006a,PDM33,PDM33c,PDM33c_pct
696950427,ATL006b,PDM33,PDM33c,PDM33e_pct
759468647,ATL006b,PDM33,PDM33c,PDM33e_pct
5813012531,ATL006b,PDM33,PDM33c,PDM33e_pct
5813057033,ATL007a,PDM33,PDM33b,PDM33b_pct
5813061114,ATL007a,PDM33,PDM33b,PDM33b_pct
542039038,ATL008a,PVL17,PVL17l,PVL17n_pct
759464163,ATL008a,PVL17,PVL17l,PVL17n_pct
5901200623,ATL009a,PVL17,PVL17f,PVL17f_pct
1103996326,AVLP001a,ADL01,ADL01c,ADL01f_pct
1104686732,AVLP001a,ADL01,ADL01c,ADL01f_pct
1228489035,AVLP001a,ADL01,ADL01c,ADL01f_pct
1290562990,AVLP001a,ADL01,ADL01c,ADL01f_pct
1352983123,AVLP001a,ADL01,ADL01c,ADL01f_pct
1321564092,AVLP002a,ADL01,ADL01b,ADL01ot_pct
982252540,AVLP003a,ADL01,ADL01e,ADL01e_pct
1075041096,AVLP003a,ADL01,ADL01e,ADL01e_pct
1013046019,AVLP004a,ADL01,ADL01i,ADL01h_pct
1041602702,AVLP004a,ADL01,ADL01i,ADL01h_pct
1044075948,AVLP004a,ADL01,ADL01i,ADL01h_pct
1166416004,AVLP004a,ADL01,ADL01i,ADL01h_pct
1197449561,AVLP004a,ADL01,ADL01i,ADL01h_pct
983362172,AVLP004b,ADL01,ADL01i,ADL01ov_pct
1166415548,AVLP004c,ADL01,ADL01i,ADL01ow_pct
1197450057,AVLP004c,ADL01,ADL01i,ADL01ow_pct
1197454668,AVLP004c,ADL01,ADL01i,ADL01ow_pct
5812986485,AVLP004c,ADL01,ADL01i,ADL01ow_pct
890925383,AVLP005a,ADL01,ADL01j,ADL01g_pct
949870573,AVLP005a,ADL01,ADL01j,ADL01g_pct
1014051490,AVLP005a,ADL01,ADL01j,ADL01g_pct
1014392280,AVLP005a,ADL01,ADL01j,ADL01g_pct
5813009998,AVLP005a,ADL01,ADL01j,ADL01g_pct
705381843,AVLP005b,ADL01,ADL01j,ADL01og_pct
764006565,AVLP005b,ADL01,ADL01j,ADL01og_pct
766781641,AVLP005b,ADL01,ADL01j,ADL01og_pct
921969630,AVLP005b,ADL01,ADL01j,ADL01og_pct
1103327144,AVLP005c,ADL01,ADL01j,ADL01ola_pct
1106064205,AVLP005c,ADL01,ADL01j,ADL01ola_pct
953004445,AVLP005d,ADL01,ADL01j,ADL01olb_pct
1011616276,AVLP005e,ADL01,ADL01j,ADL01olc_pct
1100952886,AVLP006a,ADL01,ADL01f,ADL01b_pct
1228484534,AVLP006a,ADL01,ADL01f,ADL01b_pct
1290563000,AVLP006a,ADL01,ADL01f,ADL01b_pct
1130605683,AVLP006b,ADL01,ADL01f,ADL01i_pct
1259528984,AVLP006b,ADL01,ADL01f,ADL01i_pct
1134703538,AVLP007a,ADL01,ADL01h,ADL01k_pct
1162711771,AVLP007a,ADL01,ADL01h,ADL01k_pct
1039267479,AVLP007b,ADL01,ADL01h,ADL01of_pct
1291245214,AVLP008a,ADL01,ADL01d,ADL01c_pct
1539542392,AVLP008a,ADL01,ADL01d,ADL01c_pct
1601957221,AVLP008a,ADL01,ADL01d,ADL01c_pct
2160271244,AVLP008a,ADL01,ADL01d,ADL01c_pct
1228489167,AVLP008b,ADL01,ADL01d,ADL01ob_pct
1228489539,AVLP008b,ADL01,ADL01d,ADL01ob_pct
1290904379,AVLP008c,ADL01,ADL01d,ADL01ou_pct
1570922717,AVLP008c,ADL01,ADL01d,ADL01ou_pct
1601957358,AVLP008c,ADL01,ADL01d,ADL01ou_pct
5813075524,AVLP008c,ADL01,ADL01d,ADL01ou_pct
1042957191,AVLP009a,ADL02,ADL02ad,ADL02of_pct
5812982039,AVLP009b,ADL02,ADL02ad,ADL02ou_pct
951234513,AVLP009c,ADL02,ADL02ad,ADL02ov_pct
1041343227,AVLP010a,ADL02,ADL02ab,ADL02oc_pct
701201945,AVLP011a,ADL02,ADL02ac,ADL02oe_pct
947573616,AVLP012a,ADL02,ADL02aa,ADL02od_pct
676479217,AVLP013a,ADL02,ADL02z,ADL02ob_pct
5812983094,AVLP014a,ADL02,ADL02x,ADL02z_pct
5813053731,AVLP015a,ADL03,ADL03h,ADL03h_pct
764377593,AVLP016a,ADL03,ADL03i,ADL03i_pct
390616420,AVLP017a,ADL03,ADL03g,ADL03g_pct
1074678938,AVLP017a,ADL03,ADL03g,ADL03g_pct
1198504136,AVLP017a,ADL03,ADL03g,ADL03g_pct
1229538338,AVLP017a,ADL03,ADL03g,ADL03g_pct
5812989557,AVLP017a,ADL03,ADL03g,ADL03g_pct
5813009518,AVLP017a,ADL03,ADL03g,ADL03g_pct
5813054421,AVLP017a,ADL03,ADL03g,ADL03g_pct
545786279,AVLP017b,ADL03,ADL03g,ADL03op_pct
576143501,AVLP017b,ADL03,ADL03g,ADL03op_pct
609224408,AVLP017b,ADL03,ADL03g,ADL03op_pct
1353690708,AVLP017b,ADL03,ADL03g,ADL03op_pct
1042656011,AVLP017c,ADL03,ADL03g,ADL03oq_pct
1043289707,AVLP017c,ADL03,ADL03g,ADL03oq_pct
420965117,AVLP018a,ADL03,ADL03f,ADL03f_pct
485771504,AVLP018a,ADL03,ADL03f,ADL03f_pct
548488948,AVLP018a,ADL03,ADL03f,ADL03f_pct
5813026615,AVLP019a,ADL03,ADL03e,ADL03e_pct
388284324,AVLP019b,ADL03,ADL03e,ADL03z_pct
829145708,AVLP020a,ADL05,ADL05i,ADL05g_pct
580227374,AVLP021a,ADL05,ADL05h,ADL05f_pct
481657750,AVLP022a,ADL05,ADL05g,ADL05e_pct
828830111,AVLP023a,ADL12,ADL12i,ADL12e_pct
891582311,AVLP023a,ADL12,ADL12i,ADL12e_pct
5813021637,AVLP023a,ADL12,ADL12i,ADL12e_pct
765034172,AVLP024a,ADL12,ADL12j,ADL12i_pct
857788501,AVLP024a,ADL12,ADL12j,ADL12i_pct
922608418,AVLP024a,ADL12,ADL12j,ADL12i_pct
953302667,AVLP024a,ADL12,ADL12j,ADL12i_pct
953635591,AVLP025a,ADL12,ADL12g,ADL12c_pct
953639837,AVLP025a,ADL12,ADL12g,ADL12c_pct
983663810,AVLP025a,ADL12,ADL12g,ADL12c_pct
885163107,AVLP026a,ADL12,ADL12h,ADL12d_pct
767084239,AVLP027a,ADL12,ADL12k,ADL12j_pct
828477488,AVLP027a,ADL12,ADL12k,ADL12j_pct
890191937,AVLP027b,ADL12,ADL12k,ADL12k_pct
919850789,AVLP027b,ADL12,ADL12k,ADL12k_pct
798114519,AVLP027c,ADL12,ADL12k,ADL12oa_pct
827794325,AVLP027c,ADL12,ADL12k,ADL12oa_pct
953306312,AVLP027c,ADL12,ADL12k,ADL12oa_pct
515718803,AVLP027d,ADL12,ADL12k,ADL12ok_pct
766388652,AVLP027d,ADL12,ADL12k,ADL12ok_pct
859507725,AVLP027e,ADL12,ADL12k,ADL12ol_pct
953639677,AVLP027e,ADL12,ADL12k,ADL12ol_pct
5813021562,AVLP027e,ADL12,ADL12k,ADL12ol_pct
642262407,AVLP028a,ADL12,ADL12n,ADL12f_pct
642263196,AVLP028a,ADL12,ADL12n,ADL12f_pct
829155062,AVLP028a,ADL12,ADL12n,ADL12f_pct
5812983519,AVLP028a,ADL12,ADL12n,ADL12f_pct
1014016610,AVLP029a,ADL12,ADL12f,ADL12oc_pct
549502646,AVLP030a,ADL12,ADL12m,ADL12g_pct
734352404,AVLP030a,ADL12,ADL12m,ADL12g_pct
766410805,AVLP030a,ADL12,ADL12m,ADL12g_pct
766410696,AVLP030b,ADL12,ADL12m,ADL12od_pct
795723912,AVLP030b,ADL12,ADL12m,ADL12od_pct
5813022764,AVLP030b,ADL12,ADL12m,ADL12od_pct
917527702,AVLP031a,ADL12,ADL12d,ADL12n_pct
796733296,AVLP032a,ADL12,ADL12e,ADL12p_pct
891914014,AVLP032b,ADL12,ADL12e,ADL12q_pct
1103076052,AVLP032b,ADL12,ADL12e,ADL12q_pct
487968933,AVLP033a,ADL12,ADL12v,ADL12y_pct
550962648,AVLP033a,ADL12,ADL12v,ADL12y_pct
891577717,AVLP034a,ADL12,ADL12a,ADL12a_c_pct
977201905,AVLP034a,ADL12,ADL12a,ADL12a_c_pct
891577867,AVLP034b,ADL12,ADL12a,ADL12a_d_pct
1012298719,AVLP034b,ADL12,ADL12a,ADL12a_d_pct
950928506,AVLP034c,ADL12,ADL12a,ADL12la_pct
950233506,AVLP034d,ADL12,ADL12a,ADL12lb_pct
764339062,AVLP034e,ADL12,ADL12a,ADL12of_pct
796061060,AVLP034e,ADL12,ADL12a,ADL12of_pct
5813021533,AVLP035a,ADL13,ADL13a,ADL13a_pct
828485538,AVLP036a,ADL14,ADL14k,ADL14j_pct
889190744,AVLP036a,ADL14,ADL14k,ADL14j_pct
889190964,AVLP036a,ADL14,ADL14k,ADL14j_pct
828826099,AVLP036b,ADL14,ADL14k,ADL14p_pct
457520471,AVLP037a,ADL17,ADL17b,ADL17j_pct
1074674316,AVLP038a,ADL21,ADL21d,ADL21a_pct
1043298586,AVLP038b,ADL21,ADL21d,ADL21b_pct
1074337817,AVLP038b,ADL21,ADL21d,ADL21b_pct
1043669697,AVLP038c,ADL21,ADL21d,ADL21r_pct
5813075517,AVLP038c,ADL21,ADL21d,ADL21r_pct
1009600421,AVLP039a,ADL21,ADL21b,ADL21c_pct
1131485772,AVLP039a,ADL21,ADL21b,ADL21c_pct
1163509685,AVLP039b,ADL21,ADL21b,ADL21e_pct
1131810172,AVLP039c,ADL21,ADL21b,ADL21f_a_pct
1162849350,AVLP039c,ADL21,ADL21b,ADL21f_a_pct
1230220003,AVLP039c,ADL21,ADL21b,ADL21f_a_pct
1044339802,AVLP039d,ADL21,ADL21b,ADL21f_b_pct
1074057874,AVLP039d,ADL21,ADL21b,ADL21f_b_pct
1074333284,AVLP039d,ADL21,ADL21b,ADL21f_b_pct
1198844628,AVLP039d,ADL21,ADL21b,ADL21f_b_pct
1044356616,AVLP039e,ADL21,ADL21b,ADL21h_pct
1074337946,AVLP039f,ADL21,ADL21b,ADL21i_pct
1198844082,AVLP039f,ADL21,ADL21b,ADL21i_pct
5813069462,AVLP039f,ADL21,ADL21b,ADL21i_pct
1131810273,AVLP039g,ADL21,ADL21b,ADL21k_a_pct
5812987090,AVLP039g,ADL21,ADL21b,ADL21k_a_pct
1105713483,AVLP039h,ADL21,ADL21b,ADL21k_b_pct
1131814976,AVLP039h,ADL21,ADL21b,ADL21k_b_pct
1043022708,AVLP039i,ADL21,ADL21b,ADL21m_pct
1105713515,AVLP039i,ADL21,ADL21b,ADL21m_pct
919177076,AVLP039j,ADL21,ADL21b,ADL21q_pct
1105083895,AVLP039j,ADL21,ADL21b,ADL21q_pct
1041001961,AVLP039k,ADL21,ADL21b,ADL21s_pct
1162849313,AVLP039l,ADL21,ADL21b,ADL21t_pct
766389431,AVLP040a,ADL21,ADL21a,ADL21d_pct
797423594,AVLP040a,ADL21,ADL21a,ADL21d_pct
1014327691,AVLP040a,ADL21,ADL21a,ADL21d_pct
5813037890,AVLP040a,ADL21,ADL21a,ADL21d_pct
392304239,AVLP040b,ADL21,ADL21a,ADL21j_pct
736079298,AVLP040b,ADL21,ADL21a,ADL21j_pct
890883360,AVLP040c,ADL21,ADL21a,ADL21n_pct
1042703654,AVLP040c,ADL21,ADL21a,ADL21n_pct
1044377644,AVLP040c,ADL21,ADL21a,ADL21n_pct
1198844575,AVLP040c,ADL21,ADL21a,ADL21n_pct
766738741,AVLP040d,ADL21,ADL21a,ADL21oa_pct
797082982,AVLP040d,ADL21,ADL21a,ADL21oa_pct
735008444,AVLP040e,ADL21,ADL21a,ADL21p_pct
921590115,AVLP040e,ADL21,ADL21a,ADL21p_pct
1039293613,AVLP041a,ADL21,ADL21c,ADL21f_c_pct
1043700428,AVLP041a,ADL21,ADL21c,ADL21f_c_pct
674108632,AVLP042a,ADL25,ADL25c,ADL25f_pct
702152113,AVLP042a,ADL25,ADL25c,ADL25f_pct
981194127,AVLP043a,ADL26,ADL26a,ADL26a_pct
5813027132,AVLP043b,ADL26,ADL26a,ADL26f_pct
5813050499,AVLP043c,ADL26,ADL26a,ADL26g_pct
1573336031,AVLP043d,ADL26,ADL26a,ADL26m_pct
1136407269,AVLP044a,ADL26,ADL26d,ADL26d_pct
5813027276,AVLP044b,ADL26,ADL26d,ADL26e_pct
950880008,AVLP044c,ADL26,ADL26d,ADL26h_pct
792326206,AVLP045a,ADL26,ADL26c,ADL26i_pct
1136752885,AVLP046a,ADL26,ADL26e,ADL26c_pct
1135441187,AVLP046b,ADL26,ADL26e,ADL26j_pct
5812987694,AVLP046c,ADL26,ADL26e,ADL26k_pct
1013982515,AVLP047a,ADL26,ADL26b,ADL26b_pct
1417810944,AVLP048a,ADL28,ADL28a,ADL28a_pct
1138855577,AVLP049a,ADL28,ADL28b,ADL28b_pct
728912816,AVLP050a,ADL28,ADL28f,ADL28e_pct
821344463,AVLP050a,ADL28,ADL28f,ADL28e_pct
1541277224,AVLP051a,AVL01,AVL01bb,AVL01le_pct
1135169386,AVLP052a,AVL01,AVL01ax,AVL01ola_pct
1166545210,AVLP053a,AVL01,AVL01ba,AVL01la_pct
1107441034,AVLP053b,AVL01,AVL01ba,AVL01ld_pct
1200554295,AVLP053b,AVL01,AVL01ba,AVL01ld_pct
977205675,AVLP054a,AVL01,AVL01bc,AVL01lf_pct
1324032826,AVLP055a,AVL02,AVL02c,AVL02c_pct
1666751599,AVLP055a,AVL02,AVL02c,AVL02c_pct
1666755653,AVLP055a,AVL02,AVL02c,AVL02c_pct
1854031434,AVLP055a,AVL02,AVL02c,AVL02c_pct
1604694135,AVLP055b,AVL02,AVL02c,AVL02d_pct
1604698471,AVLP055b,AVL02,AVL02c,AVL02d_pct
1635725024,AVLP055b,AVL02,AVL02c,AVL02d_pct
1822978855,AVLP055b,AVL02,AVL02c,AVL02d_pct
1916727506,AVLP055b,AVL02,AVL02c,AVL02d_pct
1946759931,AVLP055b,AVL02,AVL02c,AVL02d_pct
1480170126,AVLP055c,AVL02,AVL02c,AVL02ok_pct
1511598475,AVLP055c,AVL02,AVL02c,AVL02ok_pct
1604698648,AVLP055d,AVL02,AVL02c,AVL02old_pct
828813438,AVLP056a,AVL02,AVL02g,AVL02e_pct
1417789519,AVLP056a,AVL02,AVL02g,AVL02e_pct
5812980825,AVLP056a,AVL02,AVL02g,AVL02e_pct
5901194603,AVLP056a,AVL02,AVL02g,AVL02e_pct
1387774133,AVLP056b,AVL02,AVL02g,AVL02oi_pct
1447815025,AVLP056b,AVL02,AVL02g,AVL02oi_pct
1199517654,AVLP057a,AVL02,AVL02h,AVL02f_pct
1417120952,AVLP057a,AVL02,AVL02h,AVL02f_pct
1479185968,AVLP057a,AVL02,AVL02h,AVL02f_pct
1691992939,AVLP057a,AVL02,AVL02h,AVL02f_pct
5813038104,AVLP057a,AVL02,AVL02h,AVL02f_pct
1510562557,AVLP057b,AVL02,AVL02h,AVL02g_pct
1510907126,AVLP057b,AVL02,AVL02h,AVL02g_pct
5812990819,AVLP057b,AVL02,AVL02h,AVL02g_pct
1355042626,AVLP057c,AVL02,AVL02h,AVL02lf_pct
1416766624,AVLP057c,AVL02,AVL02h,AVL02lf_pct
1757477299,AVLP057c,AVL02,AVL02h,AVL02lf_pct
1074744013,AVLP058a,AVL02,AVL02j,AVL02lo_pct
1104431743,AVLP058a,AVL02,AVL02j,AVL02lo_pct
1353669883,AVLP058b,AVL02,AVL02j,AVL02p_pct
5813048693,AVLP058b,AVL02,AVL02j,AVL02p_pct
1105839127,AVLP059a,AVL02,AVL02r,AVL02ol_pct
1723385845,AVLP059b,AVL02,AVL02r,AVL02oz_pct
1944705325,AVLP059b,AVL02,AVL02r,AVL02oz_pct
1292635448,AVLP059c,AVL02,AVL02r,AVL02w_pct
1387105148,AVLP059c,AVL02,AVL02r,AVL02w_pct
5812987231,AVLP059c,AVL02,AVL02r,AVL02w_pct
1635729066,AVLP060a,AVL02,AVL02b,AVL02ld_pct
1728479593,AVLP060b,AVL02,AVL02b,AVL02oc_pct
5813037826,AVLP060c,AVL02,AVL02b,AVL02oj_pct
5813023015,AVLP060d,AVL02,AVL02b,AVL02os_pct
1230902952,AVLP060e,AVL02,AVL02b,AVL02ot_pct
5813070613,AVLP060e,AVL02,AVL02b,AVL02ot_pct
1199872316,AVLP061a,AVL02,AVL02e,AVL02h_pct
1260914538,AVLP061b,AVL02,AVL02e,AVL02i_pct
1322984572,AVLP061b,AVL02,AVL02e,AVL02i_pct
5813054317,AVLP061b,AVL02,AVL02e,AVL02i_pct
1200247508,AVLP062a,AVL02,AVL02s,AVL02lb_pct
1759173561,AVLP062a,AVL02,AVL02s,AVL02lb_pct
828800065,AVLP062b,AVL02,AVL02s,AVL02lc_pct
1135829553,AVLP062b,AVL02,AVL02s,AVL02lc_pct
1074748105,AVLP062c,AVL02,AVL02s,AVL02n_pct
1169562518,AVLP062c,AVL02,AVL02s,AVL02n_pct
1324715168,AVLP062c,AVL02,AVL02s,AVL02n_pct
1356760143,AVLP062c,AVL02,AVL02s,AVL02n_pct
1386784924,AVLP062c,AVL02,AVL02s,AVL02n_pct
1074143330,AVLP062d,AVL02,AVL02s,AVL02op_pct
1167878646,AVLP062d,AVL02,AVL02s,AVL02op_pct
1105502287,AVLP062e,AVL02,AVL02s,AVL02t_pct
1136524135,AVLP062e,AVL02,AVL02s,AVL02t_pct
1293676344,AVLP062e,AVL02,AVL02s,AVL02t_pct
1324373969,AVLP062e,AVL02,AVL02s,AVL02t_pct
1511593574,AVLP062e,AVL02,AVL02s,AVL02t_pct
1511593744,AVLP062e,AVL02,AVL02s,AVL02t_pct
1537130680,AVLP062e,AVL02,AVL02s,AVL02t_pct
1355750084,AVLP062f,AVL02,AVL02s,AVL02x_pct
1914331248,AVLP062f,AVL02,AVL02s,AVL02x_pct
5901218998,AVLP062f,AVL02,AVL02s,AVL02x_pct
952266169,AVLP062g,AVL02,AVL02s,AVL02y_pct
1074160595,AVLP062g,AVL02,AVL02s,AVL02y_pct
1074480379,AVLP062g,AVL02,AVL02s,AVL02y_pct
2227740774,AVLP062g,AVL02,AVL02s,AVL02y_pct
1105502296,AVLP063a,AVL02,AVL02p,AVL02lh_pct
1355408941,AVLP063a,AVL02,AVL02p,AVL02lh_pct
1697104095,AVLP063a,AVL02,AVL02p,AVL02lh_pct
1820233780,AVLP063a,AVL02,AVL02p,AVL02lh_pct
1851614730,AVLP063a,AVL02,AVL02p,AVL02lh_pct
1074510430,AVLP063b,AVL02,AVL02p,AVL02li_pct
1200584107,AVLP063b,AVL02,AVL02p,AVL02li_pct
1074147610,AVLP063c,AVL02,AVL02p,AVL02lj_pct
2251662029,AVLP063c,AVL02,AVL02p,AVL02lj_pct
1571263601,AVLP063d,AVL02,AVL02p,AVL02lk_pct
1722700227,AVLP063d,AVL02,AVL02p,AVL02lk_pct
983296591,AVLP063e,AVL02,AVL02p,AVL02ln_pct
1664368181,AVLP063e,AVL02,AVL02p,AVL02ln_pct
5813035420,AVLP063e,AVL02,AVL02p,AVL02ln_pct
1569895989,AVLP063f,AVL02,AVL02p,AVL02ls_pct
1912306658,AVLP063g,AVL02,AVL02p,AVL02on_pct
609855276,AVLP063h,AVL02,AVL02p,AVL02oq_pct
671929521,AVLP063h,AVL02,AVL02p,AVL02oq_pct
1819905958,AVLP063h,AVL02,AVL02p,AVL02oq_pct
1601957332,AVLP063i,AVL02,AVL02p,AVL02v_pct
797812785,AVLP063j,AVL02,AVL02p,AVL02z_pct
798494331,AVLP063j,AVL02,AVL02p,AVL02z_pct
859200049,AVLP063j,AVL02,AVL02p,AVL02z_pct
948933005,AVLP063j,AVL02,AVL02p,AVL02z_pct
1571263529,AVLP063j,AVL02,AVL02p,AVL02z_pct
5813015174,AVLP063j,AVL02,AVL02p,AVL02z_pct
5813058410,AVLP063j,AVL02,AVL02p,AVL02z_pct
1013346945,AVLP064a,AVL02,AVL02i,AVL02ll_pct
5813048692,AVLP064a,AVL02,AVL02i,AVL02ll_pct
577455404,AVLP064b,AVL02,AVL02i,AVL02lm_pct
798119747,AVLP064b,AVL02,AVL02i,AVL02lm_pct
1075058701,AVLP064b,AVL02,AVL02i,AVL02lm_pct
5813069140,AVLP064b,AVL02,AVL02i,AVL02lm_pct
1132142271,AVLP064c,AVL02,AVL02i,AVL02lp_pct
5813041301,AVLP064c,AVL02,AVL02i,AVL02lp_pct
1136472342,AVLP064d,AVL02,AVL02i,AVL02m_pct
1230569974,AVLP064d,AVL02,AVL02i,AVL02m_pct
1476777923,AVLP065a,AVL02,AVL02l,AVL02lq_pct
1324370139,AVLP065b,AVL02,AVL02l,AVL02ov_pct
1074484603,AVLP065c,AVL02,AVL02l,AVL02s_pct
1386780502,AVLP065c,AVL02,AVL02l,AVL02s_pct
1386780576,AVLP065c,AVL02,AVL02l,AVL02s_pct
1509146177,AVLP065c,AVL02,AVL02l,AVL02s_pct
5813070954,AVLP065c,AVL02,AVL02l,AVL02s_pct
882987799,AVLP066a,AVL02,AVL02aa,AVL02olc_pct
1107146865,AVLP067a,AVL02,AVL02d,AVL02j_pct
1632639000,AVLP067a,AVL02,AVL02d,AVL02j_pct
1074143191,AVLP068a,AVL02,AVL02q,AVL02k_pct
1105157111,AVLP068a,AVL02,AVL02q,AVL02k_pct
1138528013,AVLP068a,AVL02,AVL02q,AVL02k_pct
1539547561,AVLP068a,AVL02,AVL02q,AVL02k_pct
1691303322,AVLP068a,AVL02,AVL02q,AVL02k_pct
1199569954,AVLP068b,AVL02,AVL02q,AVL02la_pct
1199573657,AVLP068b,AVL02,AVL02q,AVL02la_pct
1512232956,AVLP069a,AVL02,AVL02u,AVL02oa_pct
5901214683,AVLP069a,AVL02,AVL02u,AVL02oa_pct
1042426546,AVLP070a,AVL02,AVL02m,AVL02lr_pct
1008926553,AVLP070b,AVL02,AVL02m,AVL02r_pct
1012699945,AVLP070b,AVL02,AVL02m,AVL02r_pct
