"bodyid","type","cbf","m.type","c.type","cbf.change","class","cell.type","ItoLee_Hemilineage","Hartenstein_Hemilineage","FAFB.match","FAFB.match.quality","LM.match","LM.match.quality","published","type.change","pnt","connectivity.type","is.lhn","layer","ct.layer","classic.transmitter","other.transmitter"
5813057662,"LH025c","ADL10","ADL10f","ADL10g_b_pct","FALSE","LHON","LHAV3b6","LHa3","BLVa2","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3b6b",TRUE,3.72717842323651,4,"GABA","GABA"
449223379,"LH025d","ADL10","ADL10f","ADL10g_c_pct","FALSE","LHON","LHAV3b11","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b11",TRUE,4.07708119218911,4,"GABA","GABA"
450609707,"LH025d","ADL10","ADL10f","ADL10g_c_pct","FALSE","LHON","LHAV3b11","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b11",TRUE,3.29399585921325,4,"GABA","GABA"
480262368,"LH025d","ADL10","ADL10f","ADL10g_c_pct","FALSE","LHON","LHAV3b11","LHa3","BLVa2","none","none","VGlut-F-500109","medium",FALSE,FALSE,"LHAV3","LHAV3b11",TRUE,3.80721649484536,4,"GABA","GABA"
605090489,"LH025d","ADL10","ADL10f","ADL10g_c_pct","FALSE","LHON","LHAV3b11","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b11",TRUE,3.60431654676259,4,"GABA","GABA"
329566467,"LH025e","ADL10","ADL10f","ADL10g_d_pct","FALSE","LHON","LHAV3b7","LHa3","BLVa2","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3b7",TRUE,3.65605749486653,4,"GABA","GABA"
449577409,"LH025e","ADL10","ADL10f","ADL10g_d_pct","FALSE","LHON","LHAV3b9","LHa3","BLVa2","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3b9a",TRUE,4.08952187182096,4,"GABA","GABA"
359555628,"LH025f","ADL10","ADL10f","ADL10g_e_pct","FALSE","LHON","LHAV3b8","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b8a",TRUE,3.62913223140496,4,"GABA","GABA"
542643555,"LH025f","ADL10","ADL10f","ADL10g_e_pct","FALSE","LHON","LHAV3b8","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b8a",TRUE,3.41460905349794,4,"GABA","GABA"
5813010546,"LH025f","ADL10","ADL10f","ADL10g_e_pct","FALSE","LHON","LHAV3b8","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b8a",TRUE,3.49948927477017,4,"GABA","GABA"
419234116,"LH025g","ADL10","ADL10f","ADL10i_pct","FALSE","LHON","LHAV3b6","LHa3","BLVa2","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3b6a",TRUE,3.63271604938272,4,"GABA","GABA"
421292214,"LH025g","ADL10","ADL10f","ADL10i_pct","FALSE","LHON","LHAV3b5","LHa3","BLVa2","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3b5",TRUE,3.75717213114754,4,"GABA","GABA"
449223347,"LH025g","ADL10","ADL10f","ADL10i_pct","FALSE","LHON","LHAV3b5","LHa3","BLVa2","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3b5",TRUE,3.60427263479145,4,"GABA","GABA"
450267976,"LH025g","ADL10","ADL10f","ADL10i_pct","FALSE","LHON","LHAV3b6","LHa3","BLVa2","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3b6a",TRUE,3.70764462809917,4,"GABA","GABA"
541961677,"LH025g","ADL10","ADL10f","ADL10i_pct","FALSE","LHON","LHAV3b5","LHa3","BLVa2","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3b5",TRUE,3.72981366459627,4,"GABA","GABA"
541961750,"LH025g","ADL10","ADL10f","ADL10i_pct","FALSE","LHON","LHAV3b6","LHa3","BLVa2","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3b6a",TRUE,3.58659793814433,4,"GABA","GABA"
391604407,"LH025h","ADL10","ADL10f","ADL10j_pct","FALSE","LHON","LHAV3b1","LHa3","BLVa2","none","none","none","none",TRUE,FALSE,"LHAV3","LHAV3b1a",TRUE,3.66735537190083,4,"GABA","GABA"
5813098306,"LH025h","ADL10","ADL10f","ADL10j_pct","FALSE","LHON","LHAV3b1","LHa3","BLVa2","none","none","none","none",TRUE,FALSE,"LHAV3","LHAV3b1a",TRUE,3.74556830031283,4,"GABA","GABA"
449227486,"LH025i","ADL10","ADL10f","ADL10m_a_pct","FALSE","LHON","LHAV3b2","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b2c",NA,3.58488612836439,4,"GABA","GABA"
541624179,"LH025i","ADL10","ADL10f","ADL10m_a_pct","FALSE","LHON","LHAV3b2","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b2c",NA,3.5380658436214,4,"GABA","GABA"
479917126,"LH025j","ADL10","ADL10f","ADL10m_b_pct","FALSE","LHON","LHAV3b2","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b2b",NA,4.07392197125257,4,"GABA","GABA"
511271379,"LH025j","ADL10","ADL10f","ADL10m_b_pct","FALSE","LHON","LHAV3b2","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b2b",NA,3.94552929085303,4,"GABA","GABA"
5813097073,"LH025k","ADL10","ADL10f","ADL10oe_pct","FALSE","LHON","LHAV3k4","LHa3","BLVa2","none","none","Gad1-F-000298","good",FALSE,FALSE,"LHAV3","LHAV3k4",TRUE,3.34259259259259,3,"GABA","GABA"
390586752,"LH025l","ADL10","ADL10f","ADL10r_pct","FALSE","LHON","LHAV3b2","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b2a",NA,4.00208550573514,4,"GABA","GABA"
480253500,"LH025l","ADL10","ADL10f","ADL10r_pct","FALSE","LHON","LHAV3b2","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b2a",NA,3.95134575569358,4,"GABA","GABA"
480586157,"LH026a","ADL10","ADL10b","ADL10b_pct","FALSE","LHON","LHAV3o1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3o1",TRUE,3.86742034943474,4,"GABA","GABA"
511262952,"LH026a","ADL10","ADL10b","ADL10b_pct","FALSE","LHON","LHAV3o1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3o1",TRUE,3.89241803278689,4,"GABA","GABA"
511621576,"LH026a","ADL10","ADL10b","ADL10b_pct","FALSE","LHLN","LHAV3o1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3o1",TRUE,3.89730290456432,4,"GABA","GABA"
574377845,"LH050b","ADL24","ADL24l","ADL24t_pct","FALSE","LHON","LHAV3f1","LHa3","BLVa2","11545803","good","none","none",TRUE,FALSE,"LHAV3","LHAV3f1",TRUE,3.26163391933816,3,"GABA","GABA"
544699051,"LH051b","ADL24","ADL24k","ADL24q_pct","FALSE","LHLN","LHAV3g1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3g1",TRUE,3.36494845360825,3,"GABA","GABA"
5813009276,"LH051b","ADL24","ADL24k","ADL24q_pct","FALSE","LHLN","LHAV3g1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3g1",TRUE,3.30173292558614,3,"GABA","GABA"
359581549,"LH052a","ADL24","ADL24h","ADL24k_pct","FALSE","LHON","LHAV3k6","LHa3","BLVa2","none","none","L452#7","medium",FALSE,FALSE,"LHAV3","LHAV3k6",TRUE,3.89538461538462,4,"GABA","GABA"
482680447,"LH052b","ADL24","ADL24h","ADL24oc_pct","FALSE","LHON","LHAV3k3","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3k3",TRUE,3.47929606625259,3,"GABA","GABA"
665454282,"LH053a","ADL24","ADL24j","ADL24m_pct","FALSE","LHON","LHAV3d1","LHa3","BLVa2","4954486","good","Cha-F-000395","good",TRUE,FALSE,"LHAV3","LHAV3d1",TRUE,3.56412930135558,4,"GABA","GABA"
667832004,"LH063a","AVL18","AVL18f","AVL18d_pct","FALSE","LHLN","LHAV3e6","SLPav1_lateral","BLAl_lateral","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3e6",TRUE,4.42709410548087,4,"unknown","unknown"
574041014,"LH064a","AVL18","AVL18g","AVL18e_pct","FALSE","LHON","LHAV3e5","SLPav1_lateral","BLAl_lateral","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3e5",TRUE,3.54677754677755,4,"unknown","unknown"
605058898,"LH064a","AVL18","AVL18g","AVL18e_pct","FALSE","LHON","LHAV3e5","SLPav1_lateral","BLAl_lateral","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3e5",TRUE,3.50565262076053,4,"unknown","unknown"
5813011773,"LH064a","AVL18","AVL18g","AVL18e_pct","FALSE","LHON","LHAV3e4","SLPav1_lateral","BLAl_lateral","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3e4b",TRUE,3.50363447559709,3,"unknown","unknown"
390603428,"LH064b","AVL18","AVL18g","AVL18f_pct","FALSE","LHON","LHAV3e7","SLPav1_lateral","BLAl_lateral","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3e7",TRUE,3.24180327868852,3,"unknown","unknown"
575389396,"LH064c","AVL18","AVL18g","AVL18g_pct","FALSE","LHON","LHAV3e8","SLPav1_lateral","BLAl_lateral","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3e8",TRUE,3.56024716786818,4,"unknown","unknown"
390560212,"LH064d","AVL18","AVL18g","AVL18u_pct","FALSE","LHON","LHAV3e3","SLPav1_lateral","BLAl_lateral","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3e3",TRUE,3.55383022774327,4,"unknown","unknown"
5813009781,"LH064d","AVL18","AVL18g","AVL18u_pct","FALSE","LHON","LHAV3e3","SLPav1_lateral","BLAl_lateral","1705052","good","none","none",FALSE,FALSE,"LHAV3","LHAV3e3",TRUE,3.75389408099688,4,"unknown","unknown"
607441336,"LH064e","AVL18","AVL18g","AVL18v_pct","FALSE","LHON","LHAV3e4","SLPav1_lateral","BLAl_lateral","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3e4a",TRUE,3.45341614906832,3,"unknown","unknown"
666122442,"LH064e","AVL18","AVL18g","AVL18v_pct","FALSE","LHON","LHAV3e4","SLPav1_lateral","BLAl_lateral","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3e4a",TRUE,3.37551440329218,3,"unknown","unknown"
541965840,"LH090a","PDL17","PDL17d","PDL17d_pct","FALSE","LHON","LHAV3c3","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3c3",TRUE,3.63125638406537,4,"GABA","GABA"
5901194027,"LH090a","PDL17","PDL17d","PDL17d_pct","FALSE","LHON","LHAV3c3","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3c3",TRUE,3.41948717948718,4,"GABA","GABA"
5901219179,"LH090b","PDL17","PDL17d","PDL17y_pct","FALSE","LHN","LHAV3c4","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3c4",NA,4.01637666325486,4,"GABA","GABA"
424716408,"LH109a","SCB","SCB032","SCB032_pct","FALSE","LHON","LHAV3k1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3k1",TRUE,3.67674661105318,4,"GABA","GABA"
696143413,"LH110a","SCB","SCB079","SCB079_pct","FALSE","LHON","LHAV3a6","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3a6",TRUE,3.4400826446281,3,"GABA","GABA"
325834652,"SLP056a","ADL10","ADL10c","ADL10c_pct","FALSE","LHON","LHAV3n1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3n1",TRUE,5.01143451143451,4,"GABA","GABA"
356832508,"SLP056a","ADL10","ADL10c","ADL10c_pct","FALSE","LHON","LHAV3n1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3n1",TRUE,4.24355005159959,4,"GABA","GABA"
418861761,"SLP056a","ADL10","ADL10c","ADL10c_pct","FALSE","LHON","LHAV3n1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3n1",TRUE,4.36111111111111,4,"GABA","GABA"
448899493,"SLP056a","ADL10","ADL10c","ADL10c_pct","FALSE","LHON","LHAV3n1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3n1",TRUE,5.11225540679712,4,"GABA","GABA"
449223263,"SLP056a","ADL10","ADL10c","ADL10c_pct","FALSE","LHON","LHAV3n1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3n1",TRUE,4.23251028806584,4,"GABA","GABA"
5813047004,"SLP056a","ADL10","ADL10c","ADL10c_pct","FALSE","LHON","LHAV3n1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3n1",TRUE,3.94455852156057,4,"GABA","GABA"
295461707,"SLP057c","ADL10","ADL10d","ADL10h_pct","FALSE","LHON","LHAV3a5","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3a5",TRUE,4.74282786885246,5,"GABA","GABA"
295780154,"SLP057c","ADL10","ADL10d","ADL10h_pct","FALSE","LHON","LHAV3a5","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3a5",TRUE,4.73498964803313,5,"GABA","GABA"
295785459,"SLP057c","ADL10","ADL10d","ADL10h_pct","FALSE","LHON","LHAV3a5","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3a5",TRUE,4.82098765432099,5,"GABA","GABA"
357496172,"SLP057c","ADL10","ADL10d","ADL10h_pct","FALSE","LHON","LHAV3a5","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3a5",TRUE,4.464859437751,5,"GABA","GABA"
295807429,"SLP057d","ADL10","ADL10d","ADL10k_pct","FALSE","LHON","LHAV3a2","LHa3","BLVa2","none","none","L1117#1","medium",TRUE,FALSE,"LHAV3","LHAV3a2",TRUE,4.2158273381295,4,"GABA","GABA"
325814669,"SLP057d","ADL10","ADL10d","ADL10k_pct","FALSE","LHON","LHAV3a2","LHa3","BLVa2","none","none","none","none",TRUE,FALSE,"LHAV3","LHAV3a2",TRUE,4.19218910585817,4,"GABA","GABA"
326154371,"SLP057d","ADL10","ADL10d","ADL10k_pct","FALSE","LHON","LHAV3a2","LHa3","BLVa2","none","none","none","none",TRUE,FALSE,"LHAV3","LHAV3a2",TRUE,4.03676470588235,4,"GABA","GABA"
480257743,"SLP057d","ADL10","ADL10d","ADL10k_pct","FALSE","LHON","LHAV3a2","LHa3","BLVa2","none","none","none","none",TRUE,FALSE,"LHAV3","LHAV3a2",TRUE,3.55303810504634,4,"GABA","GABA"
480257882,"SLP057d","ADL10","ADL10d","ADL10k_pct","FALSE","LHON","LHAV3a2","LHa3","BLVa2","none","none","none","none",TRUE,FALSE,"LHAV3","LHAV3a2",TRUE,3.87757201646091,4,"GABA","GABA"
480257914,"SLP057d","ADL10","ADL10d","ADL10k_pct","FALSE","LHON","LHAV3a2","LHa3","BLVa2","none","none","none","none",TRUE,FALSE,"LHAV3","LHAV3a2",TRUE,3.57873210633947,4,"GABA","GABA"
296120593,"SLP057e","ADL10","ADL10d","ADL10oa_pct","FALSE","LHON","LHAV3a1","LHa3","BLVa2","none","none","none","none",TRUE,FALSE,"LHAV3","LHAV3a1c",TRUE,3.58987603305785,4,"GABA","GABA"
295461871,"SLP057f","ADL10","ADL10d","ADL10p_pct","FALSE","LHON","LHAV3a1","LHa3","BLVa2","5341336","good","none","none",TRUE,FALSE,"LHAV3","LHAV3a1b",TRUE,3.34984520123839,4,"GABA","GABA"
480258191,"SLP057f","ADL10","ADL10d","ADL10p_pct","FALSE","LHON","LHAV3a1","LHa3","BLVa2","5341336","good","none","none",TRUE,FALSE,"LHAV3","LHAV3a1b",TRUE,3.53597497393118,4,"GABA","GABA"
480599285,"SLP057f","ADL10","ADL10d","ADL10p_pct","FALSE","LHON","LHAV3a1","LHa3","BLVa2","4588274","poor","none","none",TRUE,FALSE,"LHAV3","LHAV3a1b",TRUE,3.61577868852459,4,"GABA","GABA"
295798962,"SLP057g","ADL10","ADL10d","ADL10q_pct","FALSE","LHON","LHAV3a1","LHa3","BLVa2","5341336","medium","none","none",TRUE,FALSE,"LHAV3","LHAV3a1a",TRUE,3.78497942386831,4,"GABA","GABA"
419929377,"SLP057g","ADL10","ADL10d","ADL10q_pct","FALSE","LHON","LHAV3a1","LHa3","BLVa2","5341336","good","none","none",TRUE,FALSE,"LHAV3","LHAV3a1a",TRUE,3.68983402489627,4,"GABA","GABA"
480257896,"SLP057g","ADL10","ADL10d","ADL10q_pct","FALSE","LHON","LHAV3a1","LHa3","BLVa2","5341336","medium","none","none",TRUE,FALSE,"LHAV3","LHAV3a1a",TRUE,3.4969512195122,4,"GABA","GABA"
5813035078,"SLP057g","ADL10","ADL10d","ADL10q_pct","FALSE","LHON","LHAV3a1","LHa3","BLVa2","5341336","good","VGlut-F-500109","good",TRUE,FALSE,"LHAV3","LHAV3a1a",TRUE,3.62525879917184,4,"GABA","GABA"
5813047178,"SLP058a","ADL10","ADL10e","ADL10e_pct","FALSE","LHON","LHAV3b13","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b13",TRUE,3.99685534591195,4,"GABA","GABA"
5813068507,"SLP058a","ADL10","ADL10e","ADL10e_pct","FALSE","LHON","LHAV3b13","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3b13",TRUE,4.15376569037657,4,"GABA","GABA"
360255138,"SLP119b","ADL24","ADL24n","ADL24s_pct","FALSE","LHON","LHAV3m1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3m1",FALSE,4.33401849948613,4,"GABA","GABA"
633793553,"SLP120a","ADL24","ADL24g","ADL24g_pct","FALSE","LHON","LHAV3p1","LHa3","BLVa2","6852116","good","none","none",FALSE,FALSE,"LHAV3","LHAV3p1",TRUE,3.47901740020471,3,"GABA","GABA"
698185483,"SLP121a","ADL24","ADL24i","ADL24j_pct","FALSE","LHON","LHAV3g2","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3g2a",TRUE,3.51763485477178,4,"GABA","GABA"
5813010511,"SLP121b","ADL24","ADL24i","ADL24ob_pct","FALSE","LHON","LHAV3k2","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3k2",TRUE,3.98125,4,"GABA","GABA"
822692353,"SLP143a","AVL18","AVL18e","AVL18c_pct","FALSE","LHON","LHAV3e1","SLPav1_lateral","BLAl_lateral","6708249","good","none","none",TRUE,FALSE,"LHAV3","LHAV3e1",TRUE,4.0125,4,"unknown","unknown"
5813078194,"SLP143a","AVL18","AVL18e","AVL18c_pct","FALSE","LHON","LHAV3e1","SLPav1_lateral","BLAl_lateral","6708249","good","none","none",TRUE,FALSE,"LHAV3","LHAV3e1",TRUE,3.73565573770492,4,"unknown","unknown"
790288721,"SLP143b","AVL18","AVL18e","AVL18t_pct","FALSE","LHON","LHAV3e2","SLPav1_lateral","BLAl_lateral","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3e2",TRUE,3.76946721311475,4,"unknown","unknown"
822004733,"SLP143b","AVL18","AVL18e","AVL18t_pct","FALSE","LHON","LHAV3e2","SLPav1_lateral","BLAl_lateral","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3e2",TRUE,3.82622268470343,4,"unknown","unknown"
357855613,"SLP228b","PDL17","PDL17f","PDL17f_pct","FALSE","LHON","LHAV3a3","LHa3","BLVa2","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3a3",TRUE,3.9349173553719,4,"GABA","GABA"
358538491,"SLP228b","PDL17","PDL17f","PDL17f_pct","FALSE","LHON","LHAV3c2","LHa3","BLVa2","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3c2",TRUE,3.72530864197531,4,"GABA","GABA"
387538632,"SLP228b","PDL17","PDL17f","PDL17f_pct","FALSE","LHON","LHAV3c2","LHa3","BLVa2","none","none","none","none",FALSE,TRUE,"LHAV3","LHAV3c2",TRUE,3.91277258566978,4,"GABA","GABA"
388898076,"SLP228b","PDL17","PDL17f","PDL17f_pct","FALSE","LHON","LHAV3c2","LHa3","BLVa2","none","none","VGlut-F-500832","medium",FALSE,TRUE,"LHAV3","LHAV3c2",TRUE,3.81165452653486,4,"GABA","GABA"
358538040,"SLP228g","PDL17","PDL17f","PDL17u_pct","FALSE","LHON","LHAV3c1","LHa3","BLVa2","5341336","good","none","none",TRUE,FALSE,"LHAV3","LHAV3c1",TRUE,3.48712667353244,4,"GABA","GABA"
358541542,"SLP228g","PDL17","PDL17f","PDL17u_pct","FALSE","LHON","LHAV3c1","LHa3","BLVa2","2633111","good","VGlut-F-800054","good",TRUE,FALSE,"LHAV3","LHAV3c1",TRUE,3.44467213114754,4,"GABA","GABA"
510956058,"SLP228g","PDL17","PDL17f","PDL17u_pct","FALSE","LHON","LHAV3c1","LHa3","BLVa2","3966423","medium","none","none",TRUE,FALSE,"LHAV3","LHAV3c1",TRUE,3.54303278688525,4,"GABA","GABA"
510956443,"SLP228g","PDL17","PDL17f","PDL17u_pct","FALSE","LHON","LHAV3c1","LHa3","BLVa2","3966423","good","none","none",TRUE,FALSE,"LHAV3","LHAV3c1",TRUE,3.89473684210526,4,"GABA","GABA"
5813109792,"SLP228g","PDL17","PDL17f","PDL17u_pct","FALSE","LHON","LHAV3c1","LHa3","BLVa2","5341336","good","none","none",TRUE,FALSE,"LHAV3","LHAV3c1",TRUE,3.54649947753396,4,"GABA","GABA"
328543014,"SLP230a","PDL17","PDL17h","PDL17h_pct","FALSE","LHON","LHAV3k5","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3k5",TRUE,4.12512820512821,4,"GABA","GABA"
359555689,"SLP231a","PDL17","PDL17i","PDL17i_pct","FALSE","LHON","LHAV3b12","LHa3","BLVa2","none","none","Cha-F-200387","medium",FALSE,FALSE,"LHAV3","LHAV3b12",TRUE,3.82919254658385,4,"GABA","GABA"
297851977,"SLP313a","SCB","SCB040","SCB040_pct","FALSE","LHON","LHAV3j1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3j1",TRUE,4.45540398740818,4,"GABA","GABA"
360259229,"SLP316a","SCB","SCB045","SCB045_pct","FALSE","LHON","LHAV3h1","SLPav1_lateral","BLAl_lateral","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3h1",TRUE,4.05082987551867,4,"unknown","unknown"
513029260,"SLP319a","SCB","SCB086","SCB086_pct","FALSE","LHON","LHAV3l1","LHa3","BLVa2","none","none","none","none",FALSE,FALSE,"LHAV3","LHAV3l1",TRUE,3.78899082568807,4,"GABA","GABA"
633097828,"ADL04a_pct","ADL04",NA,NA,"FALSE","LHON","LHAV3q1","primary","primary","2315173","good","none","none",FALSE,FALSE,"LHAV3","LHAV3q1",TRUE,3.36354166666667,3,"unknown","unknown"
705381843,"AVLP005b","ADL01","ADL01j","ADL01og_pct","FALSE","LHON","LHAV4c2","LHl1_lateral","BLD4_lateral","none","none","none","none",TRUE,FALSE,"LHAV4","LHAV4c2",FALSE,5.23316062176166,5,"GABA","GABA"
764006565,"AVLP005b","ADL01","ADL01j","ADL01og_pct","FALSE","LHON","LHAV4c2","LHl1_lateral","BLD4_lateral","1812530","good","L421#1","good",TRUE,FALSE,"LHAV4","LHAV4c2",FALSE,5.21234309623431,5,"GABA","GABA"
766781641,"AVLP005b","ADL01","ADL01j","ADL01og_pct","FALSE","LHON","LHAV4c2","LHl1_lateral","BLD4_lateral","none","none","none","none",TRUE,FALSE,"LHAV4","LHAV4c2",FALSE,4.93796004206099,5,"GABA","GABA"
921969630,"AVLP005b","ADL01","ADL01j","ADL01og_pct","FALSE","LHON","LHAV4c2","LHl1_lateral","BLD4_lateral","none","none","none","none",TRUE,FALSE,"LHAV4","LHAV4c2",FALSE,5.05729166666667,5,"GABA","GABA"
1011616276,"AVLP005e","ADL01","ADL01j","ADL01olc_pct","FALSE","LHON","LHAV4c1","LHl1_lateral","BLD4_lateral","488055","good","L421#14","good",TRUE,FALSE,"LHAV4","LHAV4c1b",TRUE,3.39419087136929,4,"GABA","GABA"
1130605683,"AVLP006b","ADL01","ADL01f","ADL01i_pct","FALSE","LHON","LHAV4m1","LHl1_lateral","BLD4_lateral","2845449","good","none","none",FALSE,FALSE,"LHAV4","LHAV4m1",TRUE,3.30761316872428,3,"GABA","GABA"
1259528984,"AVLP006b","ADL01","ADL01f","ADL01i_pct","FALSE","LHON","LHAV4m1","LHl1_lateral","BLD4_lateral","4404885","good","none","none",FALSE,FALSE,"LHAV4","LHAV4m1",TRUE,3.67592592592593,3,"GABA","GABA"
823999989,"LH001a","ADL01","ADL01s","ADL01x_a_pct","FALSE","LHLN","LHAV4a6","LHl1_lateral","BLD4_lateral","3480165","good","L240#5","medium",TRUE,FALSE,"LHAV4","LHAV4a6b",TRUE,3.22461538461538,3,"GABA","GABA"
883031393,"LH001a","ADL01","ADL01s","ADL01x_a_pct","FALSE","LHLN","LHAV4a6","LHl1_lateral","BLD4_lateral","3480165","good","none","none",TRUE,FALSE,"LHAV4","LHAV4a6b",TRUE,3.24922760041195,3,"GABA","GABA"
917086906,"LH001a","ADL01","ADL01s","ADL01x_a_pct","FALSE","LHLN","LHAV4a6","LHl1_lateral","BLD4_lateral","3480165","good","L240#23","medium",TRUE,FALSE,"LHAV4","LHAV4a6b",TRUE,3.24382716049383,3,"GABA","GABA"
5901195038,"LH001a","ADL01","ADL01s","ADL01x_a_pct","FALSE","LHLN","LHAV4a6","LHl1_lateral","BLD4_lateral","3480165","good","none","none",TRUE,FALSE,"LHAV4","LHAV4a6b",TRUE,3.28762886597938,3,"GABA","GABA"
794337453,"LH001b","ADL01","ADL01s","ADL01x_b_pct","FALSE","LHLN","LHAV4a6","LHl1_lateral","BLD4_lateral","2101395","good","Cha-F-000524","good",TRUE,FALSE,"LHAV4","LHAV4a6a",TRUE,3.26239669421488,3,"GABA","GABA"
820581199,"LH001b","ADL01","ADL01s","ADL01x_b_pct","FALSE","LHLN","LHAV4a6","LHl1_lateral","BLD4_lateral","2130607","medium","none","none",TRUE,FALSE,"LHAV4","LHAV4a6a",TRUE,3.17956656346749,3,"GABA","GABA"
851317951,"LH001b","ADL01","ADL01s","ADL01x_b_pct","FALSE","LHLN","LHAV4a6","LHl1_lateral","BLD4_lateral","3556411","good","none","none",TRUE,FALSE,"LHAV4","LHAV4a6a",TRUE,3.13729508196721,3,"GABA","GABA"
881991445,"LH001b","ADL01","ADL01s","ADL01x_b_pct","FALSE","LHLN","LHAV4a6","LHl1_lateral","BLD4_lateral","3556411","good","none","none",TRUE,FALSE,"LHAV4","LHAV4a6a",TRUE,3.21663244353183,3,"GABA","GABA"
975432645,"LH001b","ADL01","ADL01s","ADL01x_b_pct","FALSE","LHLN","LHAV4a6","LHl1_lateral","BLD4_lateral","2429644","good","none","none",TRUE,FALSE,"LHAV4","LHAV4a6a",TRUE,3.12755102040816,3,"GABA","GABA"
