"bodyid","type","cbf","m.type","c.type","cbf.change","class","cell.type","ItoLee_Hemilineage","Hartenstein_Hemilineage","FAFB.match","FAFB.match.quality","LM.match","LM.match.quality","published","type.change","pnt","is.lhn","connectivity.type","layer","ct.layer","User"
422656780,"LH036g","ADL13","ADL13c","ADL13q_pct","FALSE","LHN","LHAV6a4","LHa1_medial","BLAd1_medial","none","none","Cha-F-400151","good",FALSE,TRUE,"LHAV6",TRUE,"LHAV6a4",2.65095398428732,3,""
423330124,"LH036g","ADL13","ADL13c","ADL13q_pct","FALSE","LHN","LHAV6a3","LHa1_medial","BLAd1_medial","none","none","Gad1-F-800082","good",TRUE,TRUE,"LHAV6",TRUE,"LHAV6a3a",2.83860414394766,3,""
452664348,"LH036g","ADL13","ADL13c","ADL13q_pct","FALSE","LHN","LHAV6a4","LHa1_medial","BLAd1_medial","none","none","130815c1","good",FALSE,TRUE,"LHAV6",TRUE,"LHAV6a4",2.78953488372093,3,""
453665759,"LH036g","ADL13","ADL13c","ADL13q_pct","FALSE","LHN","LHAV6a4","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,TRUE,"LHAV6",TRUE,"LHAV6a4",3.86322580645161,3,""
574011220,"LH036g","ADL13","ADL13c","ADL13q_pct","FALSE","LHN","LHAV6a1","LHa1_medial","BLAd1_medial","1415926","good","Cha-F-800078","good",TRUE,TRUE,"LHAV6",TRUE,"LHAV6a1a",3.17014270032931,3,""
579562628,"LH036g","ADL13","ADL13c","ADL13q_pct","FALSE","LHN","LHAV6a1","LHa1_medial","BLAd1_medial","none","none","130808c2","good",TRUE,TRUE,"LHAV6",TRUE,"LHAV6a1a",3.09340659340659,3,""
603681826,"LH036g","ADL13","ADL13c","ADL13q_pct","FALSE","LHN","LHAV6a3","LHa1_medial","BLAd1_medial","none","none","130808c1","good",TRUE,TRUE,"LHAV6",TRUE,"LHAV6a3a",2.78815489749431,3,""
668144344,"LH036g","ADL13","ADL13c","ADL13q_pct","FALSE","LHN","LHAV6a1","LHa1_medial","BLAd1_medial","none","none","Gad1-F-200156","good",TRUE,TRUE,"LHAV6",TRUE,"LHAV6a1a",2.84649610678532,3,""
5813009995,"LH036g","ADL13","ADL13c","ADL13q_pct","FALSE","LHN","LHAV6a1","LHa1_medial","BLAd1_medial","none","none","Gad1-F-600143","good",TRUE,TRUE,"LHAV6",TRUE,"LHAV6a1a",3.29385964912281,3,"SF"
5813077898,"LH036g","ADL13","ADL13c","ADL13q_pct","FALSE","LHN","LHAV6a1","LHa1_medial","BLAd1_medial","none","none","Cha-F-000158","good",TRUE,TRUE,"LHAV6",TRUE,"LHAV6a1a",3.15418502202643,3,"SF"
5813129316,"LH036g","ADL13","ADL13c","ADL13q_pct","FALSE","LHN","LHAV6a1","LHa1_medial","BLAd1_medial","none","none","140328c1","good",TRUE,TRUE,"LHAV6",TRUE,"LHAV6a1a",2.87389380530973,3,"SF"
420956527,"LH036h","ADL13","ADL13c","ADL13r_pct","FALSE","LHN","LHAV6b3","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6b3",3.81177829099307,3,""
486116439,"LH036h","ADL13","ADL13c","ADL13r_pct","FALSE","LHN","LHAV6b3","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6b3",3.41057367829021,3,""
573329873,"LH036h","ADL13","ADL13c","ADL13r_pct","FALSE","LHN","LHAV6b3","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6b3",3.66822977725674,3,""
5813010494,"LH036h","ADL13","ADL13c","ADL13r_pct","FALSE","LHN","LHAV6b3","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6b3",3.5466816647919,3,"SF"
5813040095,"LH036h","ADL13","ADL13c","ADL13r_pct","FALSE","LHN","LHAV6b3","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6b3",3.49499443826474,3,"SF"
390948259,"LH036i","ADL13","ADL13c","ADL13s_pct","FALSE","LHN","LHAV6b1","LHa1_medial","BLAd1_medial","none","none","none","none",TRUE,FALSE,"LHAV6",TRUE,"LHAV6b1b",3.04613610149942,3,""
390948580,"LH036i","ADL13","ADL13c","ADL13s_pct","FALSE","LHN","LHAV6b1","LHa1_medial","BLAd1_medial","none","none","L452#4","medium",TRUE,FALSE,"LHAV6",TRUE,"LHAV6b1b",3.13341067285383,3,""
511262901,"LH036i","ADL13","ADL13c","ADL13s_pct","FALSE","LHN","LHAV6b1","LHa1_medial","BLAd1_medial","none","none","none","none",TRUE,FALSE,"LHAV6",TRUE,"LHAV6b1b",3.28459821428571,3,""
297921527,"LH036j","ADL13","ADL13c","ADL13t_pct","FALSE","LHN","LHAV6a3","LHa1_medial","BLAd1_medial","none","none","none","none",TRUE,FALSE,"LHAV6",TRUE,"LHAV6a3b",3.49019607843137,3,""
329211098,"LH036j","ADL13","ADL13c","ADL13t_pct","FALSE","LHN","LHAV6a3","LHa1_medial","BLAd1_medial","none","none","none","none",TRUE,FALSE,"LHAV6",TRUE,"LHAV6a3b",3.28443449048152,3,""
360578457,"LH036j","ADL13","ADL13c","ADL13t_pct","FALSE","LHN","LHAV6a3","LHa1_medial","BLAd1_medial","none","none","L1129#2","medium",TRUE,FALSE,"LHAV6",TRUE,"LHAV6a3b",3.17489270386266,3,""
454697392,"LH036j","ADL13","ADL13c","ADL13t_pct","FALSE","LHN","LHAV6a3","LHa1_medial","BLAd1_medial","none","none","none","none",TRUE,FALSE,"LHAV6",TRUE,"LHAV6a3b",3.62457337883959,3,""
422311625,"LH036k","ADL13","ADL13c","ADL13u_pct","FALSE","LHN","LHAV6a6","LHa1_medial","BLAd1_medial","none","none","130807c1","medium",FALSE,TRUE,"LHAV6",TRUE,"LHAV6a6",2.82122260668973,3,""
451987038,"LH036k","ADL13","ADL13c","ADL13u_pct","FALSE","LHN","LHAV6a6","LHa1_medial","BLAd1_medial","none","none","130822c0","good",FALSE,TRUE,"LHAV6",TRUE,"LHAV6a6",3.20676202860858,3,""
514396940,"LH036k","ADL13","ADL13c","ADL13u_pct","FALSE","LHN","LHAV6a2","LHa1_medial","BLAd1_medial","none","none","Cha-F-200185","good",TRUE,TRUE,"LHAV6",TRUE,"LHAV6a2c",3.19898605830165,2,""
514375643,"LH042a","ADL16","ADL16c","ADL16e_pct","FALSE","LHN","LHAV6b2","LHa1_medial","BLAd1_medial","none","none","L452#6","medium",TRUE,FALSE,"LHAV6",TRUE,"LHAV6b2b",2.69879518072289,2,""
514713432,"LH042a","ADL16","ADL16c","ADL16e_pct","FALSE","LHN","LHAV6b2","LHa1_medial","BLAd1_medial","none","none","L452#5","good",TRUE,FALSE,"LHAV6",TRUE,"LHAV6b2b",3.04591265397536,2,""
5813087438,"LH042a","ADL16","ADL16c","ADL16e_pct","FALSE","LHN","LHAV6b2","LHa1_medial","BLAd1_medial","none","none","Gad1-F-100333","good",TRUE,FALSE,"LHAV6",TRUE,"LHAV6b2b",2.36177105831533,2,"SF"
391631218,"LH043a","ADL16","ADL16b","ADL16d_pct","FALSE","LHN","LHAV6b4","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6b4",2.84861878453039,2,""
5813078494,"PLP009a","ADL23","ADL23e","ADL23d_pct","FALSE","LHN","LHAV6n1","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6n1",5.11607142857143,5,"SF"
823395525,"PLP033a","AVL07","AVL07r","AVL07u_pct","FALSE","LHN","LHAV6i1","unknown","unknown","none","none","none","none",TRUE,FALSE,"LHAV6",TRUE,"LHAV6i1",4.72591006423983,4,""
482732443,"SIP003a","ADL09","ADL09i","ADL09h_pct","FALSE","LHN","LHAV6k1","SIPa1_ventral","BLAd2_ventral","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6k1",4.30785791173305,4,""
544435277,"SIP003a","ADL09","ADL09i","ADL09h_pct","FALSE","LHN","LHAV6k1","SIPa1_ventral","BLAd2_ventral","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6k1",4.20427807486631,4,""
548199677,"SIP003a","ADL09","ADL09i","ADL09h_pct","FALSE","LHN","LHAV6k1","SIPa1_ventral","BLAd2_ventral","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6k1",3.66198704103672,4,""
607212413,"SIP003a","ADL09","ADL09i","ADL09h_pct","FALSE","LHN","LHAV6k1","SIPa1_ventral","BLAd2_ventral","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6k1",4.2723311546841,4,""
519249805,"SIP005a","ADL09","ADL09h","ADL09g_pct","FALSE","LHN","LHAV6j1","SIPa1_ventral","BLAd2_ventral","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6j1",4.89350372736954,4,""
609587618,"SIP005a","ADL09","ADL09h","ADL09g_pct","FALSE","LHN","LHAV6j1","SIPa1_ventral","BLAd2_ventral","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6j1",4.29234088457389,4,""
5813067769,"SIP005a","ADL09","ADL09h","ADL09g_pct","FALSE","LHN","LHAV6j1","SIPa1_ventral","BLAd2_ventral","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6j1",3.68421052631579,4,""
5813057216,"SIP011b","ADL23","ADL23f","ADL23oe_pct","FALSE","LHN","LHAV6o1","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6o1",3.4581589958159,3,""
423416887,"SLP050a","ADL07","ADL07r","ADL07m_pct","FALSE","LHN","LHAV6p1","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6p1",4.13253012048193,4,""
329581637,"SLP061a","ADL13","ADL13f","ADL13f_pct","FALSE","LHN","LHAV6a5","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",FALSE,"LHAV6a5",3.99675675675676,3,""
360254511,"SLP061a","ADL13","ADL13f","ADL13f_pct","FALSE","LHN","LHAV6a5","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",FALSE,"LHAV6a5",4.00859291084855,3,""
391954490,"SLP061a","ADL13","ADL13f","ADL13f_pct","FALSE","LHN","LHAV6a5","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",FALSE,"LHAV6a5",3.86323851203501,3,""
390589591,"SLP062b","ADL13","ADL13g","ADL13og_pct","FALSE","LHN","LHAV6m1","unknown","unknown","none","none","none","none",FALSE,TRUE,"LHAV6",TRUE,"LHAV6m1",3.85403050108932,3,""
421271305,"SLP062b","ADL13","ADL13g","ADL13og_pct","FALSE","LHN","LHAV6l2","unknown","unknown","none","none","none","none",FALSE,TRUE,"LHAV6",TRUE,"LHAV6l2",4.0445652173913,4,""
5813047255,"SLP063a","ADL13","ADL13e","ADL13e_pct","FALSE","LHN","LHAV6a10","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6a10",3.662100456621,3,"SF"
672960748,"SLP077a","ADL16","ADL16g","ADL16i_pct","FALSE","LHN","LHAV6c1","LHa1_medial","BLAd1_medial","none","none","none","none",TRUE,FALSE,"LHAV6",TRUE,"LHAV6c1",4.35162374020157,4,""
451386832,"SLP078b","ADL16","ADL16f","ADL16v_pct","FALSE","LHN","LHAV6e2","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6e2",4.24188129899216,4,""
482757982,"SLP078b","ADL16","ADL16f","ADL16v_pct","FALSE","LHN","LHAV6e2","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6e2",3.55758880516685,4,""
482762384,"SLP078b","ADL16","ADL16f","ADL16v_pct","FALSE","LHN","LHAV6e2","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6e2",4.4707233065442,4,""
5813011061,"SLP078b","ADL16","ADL16f","ADL16v_pct","FALSE","LHN","LHAV6e2","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6e2",4.0968443960827,4,"SF"
5813019528,"SLP078b","ADL16","ADL16f","ADL16v_pct","FALSE","LHN","LHAV6e2","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,FALSE,"LHAV6",TRUE,"LHAV6e2",3.73759647188534,4,"SF"
512416525,"SLP078d","ADL16","ADL16f","ADL16x_pct","FALSE","LHN","LHAV6e1","LHa1_medial","BLAd1_medial","none","none","none","none",TRUE,FALSE,"LHAV6",TRUE,"LHAV6e1",3.26970033296337,3,""
543446584,"SLP078d","ADL16","ADL16f","ADL16x_pct","FALSE","LHN","LHAV6e1","LHa1_medial","BLAd1_medial","none","none","none","none",TRUE,FALSE,"LHAV6",TRUE,"LHAV6e1",3.08254716981132,3,""
605153844,"SLP078d","ADL16","ADL16f","ADL16x_pct","FALSE","LHN","LHAV6e1","LHa1_medial","BLAd1_medial","none","none","none","none",TRUE,FALSE,"LHAV6",TRUE,"LHAV6e1",3.84360730593607,3,""
605801224,"SLP078d","ADL16","ADL16f","ADL16x_pct","FALSE","LHN","LHAV6e1","LHa1_medial","BLAd1_medial","none","none","none","none",TRUE,FALSE,"LHAV6",TRUE,"LHAV6e1",3.1588785046729,3,""
453009665,"SLP082a","ADL16","ADL16a","ADL16f_pct","FALSE","LHN","LHAV6a9","LHa1_medial","BLAd1_medial","none","none","none","none",FALSE,TRUE,"LHAV6",TRUE,"LHAV6a9",3.55399568034557,3,""
572988605,"SLP082a","ADL16","ADL16a","ADL16f_pct","FALSE","LHN","LHAV6a1","LHa1_medial","BLAd1_medial","none","none","none","none",TRUE,TRUE,"LHAV6",TRUE,"LHAV6a1b",2.82224770642202,3,""
390275105,"SLP102h","ADL20","ADL20g","ADL20n_pct","FALSE","LHN","LHAV6d1","primary","primary","none","none","none","none",TRUE,FALSE,"LHAV6",TRUE,"LHAV6d1",4.49064906490649,4,""
421646999,"SLP133a","AVL07","AVL07s","AVL07oa_pct","FALSE","LHN","LHAV6l1","unknown","unknown","none","none","Cha-F-700236","good",FALSE,FALSE,"LHAV6",TRUE,"LHAV6l1",3.24511930585683,3,""
579912201,"CRE028a","AVL01","AVL01ai","AVL01h_pct","FALSE","CENT","LHCENT5","primary","primary","11519897","good","none","none",TRUE,FALSE,"LHWEDT",TRUE,"LHCENT5",4.0203426124197,4,""
487144598,"LH006a","ADL01","ADL01v","ADL01on_pct","FALSE","CENT","LHCENT3","primary","primary","11543484","good","none","none",TRUE,FALSE,"LHAV4",TRUE,"LHCENT3",3.76849894291755,3,""
517506265,"LH044a","ADL16","ADL16k","ADL16r_pct","FALSE","CENT","LHCENT4","primary","primary","563760","good","none","none",TRUE,FALSE,"LHAV6",TRUE,"LHCENT4",3.80189673340358,3,""
360284300,"LH054a","ADL24","ADL24m","ADL24h_pct","FALSE","CENT","LHCENT8","primary","primary","554327","good","none","none",TRUE,FALSE,"LHAV3",TRUE,"LHCENT8",3.82832618025751,3,""
511271574,"LH054a","ADL24","ADL24m","ADL24h_pct","FALSE","CENT","LHCENT8","primary","primary","181551","good","none","none",TRUE,FALSE,"LHAV3",TRUE,"LHCENT8",3.64042553191489,3,""
5813020988,"LH096a","PDL26","PDL26c","PDL26c_pct","FALSE","CENT","LHMB1","primary","primary","1299740","good","none","none",TRUE,FALSE,"LHPD2",TRUE,"LHMB1",3.40677966101695,3,"ASB"
328861282,"SLP004b","ADL01","ADL01w","ADL01oe_pct","FALSE","CENT","LHCENT1","primary","primary","3394015","good","none","none",TRUE,FALSE,"LHAV4",TRUE,"LHCENT1",3.43254817987152,3,""
5813068669,"SLP036a","ADL05","ADL05j","ADL05b_pct","FALSE","CENT","LHCENT6","primary","primary","1288606","good","none","none",TRUE,FALSE,"LHAV4",TRUE,"LHCENT6",3.87833511205976,3,"ASB"
330268940,"SLP036b","ADL05","ADL05j","ADL05lb_pct","FALSE","CENT","LHCENT9","primary","primary","11519759","good","none","none",TRUE,FALSE,"LHAV4",TRUE,"LHCENT9",3.80576307363927,3,""
327499164,"SLP036c","ADL05","ADL05j","ADL05od_pct","FALSE","CENT","LHCENT2","primary","primary","13565080","good","none","none",TRUE,FALSE,"LHAV4",TRUE,"LHCENT2",3.54787234042553,3,""
329225149,"SLP140a","AVL18","AVL18c","AVL18i_pct","FALSE","CENT","LHCENT10","primary","primary","none","none","none","none",TRUE,FALSE,"LHAV3",FALSE,"LHCENT10",4.18389553862894,4,""
329897255,"SLP140a","AVL18","AVL18c","AVL18i_pct","FALSE","CENT","LHCENT10","primary","primary","none","none","Gad1-F-500030","good",TRUE,FALSE,"LHAV3",FALSE,"LHCENT10",4.35448577680525,4,""
639585968,"VES001a","ADM02","ADM02e","ADM02c_pct","FALSE","CENT","LHCENT11","primary","primary","none","none","none","none",TRUE,FALSE,"LHAD5",TRUE,"LHCENT11",4.33613445378151,4,""
799945378,"CRE036f","AVM13","AVM13h","AVM13s_pct","FALSE","LHN","LHAV9a1","unknown","unknown","none","none","none","none",FALSE,FALSE,"LHAV9",TRUE,"LHAV9a1c",5.9989837398374,4,""
299082033,"SIP019b","PDL05","PDL05r","PDL05ob_pct","FALSE","LHN","LHPV5e1","DL2_medial","CP3_medial","1185009","good","none","none",TRUE,FALSE,"LHPV5",TRUE,"LHPV5e1",5.78036809815951,4,""
725701350,"SIP049a","PDM09","PDM09o","PDM09t_pct","FALSE","LHN","LHPV10d1","SIPp1","DPMpl2","none","none","none","none",FALSE,FALSE,"LHPV10",TRUE,"LHPV10d1",5.31531531531532,4,""
5813047774,"CL077a","PDL06","PDL06z","PDL06ob_pct","FALSE","LHN","LHPD1c1","SLPad1_posterior","DPLl3_posterior","none","none","none","none",FALSE,FALSE,"LHPD1",TRUE,"LHPD1c1",3.29834254143646,3,"flyconnectome"
5812980658,"LH066a","PDL06","PDL06n","PDL06ln_pct","FALSE","LHN","LHPD2a5","VLPd&p1_dorsal","DPLl2_posterior","none","none","121225c0","good",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a5a",3.56591639871383,3,"AJ"
675800901,"LH066b","PDL06","PDL06n","PDL06m_pct","FALSE","LHN","LHPD2a7","VLPd&p1_dorsal","DPLl2_posterior","none","none","131014c3","medium",FALSE,FALSE,"LHPD2",TRUE,"LHPD2a7",3.97246696035242,4,""
676138357,"LH066b","PDL06","PDL06n","PDL06m_pct","FALSE","LHN","LHPD2a7","VLPd&p1_dorsal","DPLl2_posterior","none","none","131007c0","medium",FALSE,FALSE,"LHPD2",TRUE,"LHPD2a7",4.1551724137931,4,""
695500178,"LH066b","PDL06","PDL06n","PDL06m_pct","FALSE","LHN","LHPD2a7","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2a7",4.32965821389195,4,""
704798196,"LH066b","PDL06","PDL06n","PDL06m_pct","FALSE","LHN","LHPD2a7","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2a7",4.49235807860262,4,""
704078253,"LH066c","PDL06","PDL06n","PDL06n_a_pct","FALSE","LHN","LHPD2a6","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a6",3.17887931034483,3,""
822358833,"LH066c","PDL06","PDL06n","PDL06n_a_pct","FALSE","LHN","LHPD2a6","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a6",3.11002178649237,3,""
947859021,"LH066c","PDL06","PDL06n","PDL06n_a_pct","FALSE","LHN","LHPD2a6","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a6",3.23799126637555,3,""
947862945,"LH066c","PDL06","PDL06n","PDL06n_a_pct","FALSE","LHN","LHPD2a6","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a6",3.70870535714286,3,""
790982851,"LH066d","PDL06","PDL06n","PDL06n_b_pct","FALSE","LHN","LHPD2c6","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2c6",3.79175704989154,4,""
947858895,"LH066d","PDL06","PDL06n","PDL06n_b_pct","FALSE","LHN","LHPD2c6","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2c6",4.24211711711712,4,""
486850582,"LH066e","PDL06","PDL06n","PDL06on_pct","FALSE","LHN","LHPD2a3","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a3",3.93326157158235,3,""
735772860,"LH066e","PDL06","PDL06n","PDL06on_pct","FALSE","LHN","LHPD2a3","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a3",3.84309392265193,3,""
5813099667,"LH066e","PDL06","PDL06n","PDL06on_pct","FALSE","LHN","LHPD2a3","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a3",3.75490196078431,3,"AJ"
263674097,"LH066f","PDL06","PDL06n","PDL06oq_pct","FALSE","LHN","LHPD2a5","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a5b",3.7094298245614,3,""
264014957,"LH066f","PDL06","PDL06n","PDL06oq_pct","FALSE","LHN","LHPD2a5","VLPd&p1_dorsal","DPLl2_posterior","none","none","130620c0","good",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a5b",3.51978021978022,3,""
542634516,"LH085a","PDL15","PDL15d","PDL15j_pct","FALSE","LHN","LHPD2a1","VLPd&p1_dorsal","DPLl2_posterior","none","none","Gad1-F-200234","good",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a1",2.9385593220339,3,""
571666434,"LH085a","PDL15","PDL15d","PDL15j_pct","FALSE","LHN","LHPD2a1","VLPd&p1_dorsal","DPLl2_posterior","none","none","37G11#3","good",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a1",3.23982869379015,3,""
573329304,"LH085a","PDL15","PDL15d","PDL15j_pct","FALSE","LHN","LHPD2a1","VLPd&p1_dorsal","DPLl2_posterior","none","none","L989#5","good",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a1",3.16807610993658,3,""
573337611,"LH085a","PDL15","PDL15d","PDL15j_pct","FALSE","LHN","LHPD2a1","VLPd&p1_dorsal","DPLl2_posterior","none","none","5HT1A-F-300013","good",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a1",3.3771186440678,3,""
640963556,"LH085a","PDL15","PDL15d","PDL15j_pct","FALSE","LHN","LHPD2a1","VLPd&p1_dorsal","DPLl2_posterior","none","none","5HT1A-F-300019","good",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a1",3.6235167206041,3,""
571666400,"LH085b","PDL15","PDL15d","PDL15oi_pct","FALSE","LHN","LHPD2b1","VLPd&p1_dorsal","DPLl2_posterior","11547665","good","120914c2","good",TRUE,FALSE,"LHPD2",TRUE,"LHPD2b1a",2.88247863247863,3,""
448869118,"LH086a","PDL15","PDL15e","PDL15k_pct","FALSE","LHN","LHPD2a2","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a2",3.14626218851571,2,""
699178922,"LH086a","PDL15","PDL15e","PDL15k_pct","FALSE","LHN","LHPD2a2","VLPd&p1_dorsal","DPLl2_posterior","none","none","L989#7","medium",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a2",2.69537136706136,2,""
5813014640,"LH086a","PDL15","PDL15e","PDL15k_pct","FALSE","LHN","LHPD2a2","VLPd&p1_dorsal","DPLl2_posterior","none","none","121227c3","good",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a2",3.04468085106383,2,"AJ"
5813129453,"LH086a","PDL15","PDL15e","PDL15k_pct","FALSE","LHN","LHPD2a2","VLPd&p1_dorsal","DPLl2_posterior","none","none","Gad1-F-500129","good",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a2",2.6965811965812,2,"AJ"
760268555,"LH086b","PDL15","PDL15e","PDL15x_pct","FALSE","LHN","LHPD2a9","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2a9",3.04291845493562,3,""
325743813,"PLP058a","PDL06","PDL06l","PDL06k_pct","FALSE","LHN","LHPD2c3","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2c3",4.54,4,""
794088227,"PLP058a","PDL06","PDL06l","PDL06k_pct","FALSE","LHN","LHPD2c3","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2c3",4.48357870894677,4,""
831273322,"PLP058a","PDL06","PDL06l","PDL06k_pct","FALSE","LHN","LHPD2c3","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2c3",4.04,4,""
5813013630,"PLP058a","PDL06","PDL06l","PDL06k_pct","FALSE","LHN","LHPD2c3","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2c3",4.29633867276888,4,""
790641825,"PLP058b","PDL06","PDL06l","PDL06lk_pct","FALSE","LHN","LHPD2c4","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2c4",3.77348066298342,3,""
822358700,"PLP058b","PDL06","PDL06l","PDL06lk_pct","FALSE","LHN","LHPD2c4","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2c4",4.11258278145695,3,""
329254539,"SIP021a","PDL06","PDL06e","PDL06os_pct","FALSE","LHN","LHPD2a8","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2a8",4.07204301075269,3,""
391328156,"SIP021a","PDL06","PDL06e","PDL06os_pct","FALSE","LHN","LHPD2a8","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2a8",3.67678958785249,3,""
5813039932,"SIP021a","PDL06","PDL06e","PDL06os_pct","FALSE","LHN","LHPD2a8","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",FALSE,FALSE,"LHPD2",TRUE,"LHPD2a8",3.81430096051227,3,"AJ"
392368893,"SIP022a","PDL06","PDL06d","PDL06f_pct","FALSE","LHN","LHPD2e1","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",TRUE,FALSE,"LHPD2",TRUE,"LHPD2e1",4.0097192224622,4,""
388924424,"SIP022b","PDL06","PDL06d","PDL06lf_pct","FALSE","LHN","LHPD2e2","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",TRUE,FALSE,"LHPD2",TRUE,"LHPD2e2",3.87366167023555,3,""
640963092,"SIP031b","PDL15","PDL15b","PDL15t_pct","FALSE","LHN","LHPD2a4","VLPd&p1_dorsal","DPLl2_posterior","none","none","none","none",TRUE,FALSE,"LHPD2",TRUE,"LHPD2a4a",4.37725823591923,4,""
