"","skid","catmaid_name","ItoLee_Lineage","ItoLee_Hemilineage","Hartenstein_Lineage","Hartenstein_Hemilineage","type","primary_neurite","anatomy_group","cell_type","cell","hemibrain_match","Frechter_et_al","closest_light_match","LM_match_quality","status","transmitter","other_names","citation","all_citations","new.cell.type","new.match","is.lhn"
"105","9951834","LAC-SMPb#3 9951835 ECM Randyll","SLPpm3","SLPpm3_lateral","DPLc3","DPLc3_lateral","ON","PD4","PD4i","PD4i2#1","PD4i2#2","390590450","new","fru-F-000092","anatomy.group","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPD4g1","449244969",NA
"106","5982276","LAC-SMPa#1 5982277 ECM LB Sam Tarly","SLPpm3","SLPpm3_lateral","DPLc3","DPLc3_lateral","ON","PD4","PD4i","PD4i2#1","PD4i2#3","514068564","new","fru-F-000092","anatomy.group","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPD5b1","514068564",TRUE
"107","4294123","LAC-SMPb#2 4294124 KEC ECM Gilly","SLPpm3","SLPpm3_lateral","DPLc3","DPLc3_lateral","ON","PD4","PD4i","PD4i2#1","PD4i2#4","514068564","new","fru-F-000092","anatomy.group","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","PDM07s_pc","480331310",NA
"108","8820702","LAC PD4i2#4 8820703 ECM Aemon","SLPpm3","SLPpm3_lateral","DPLc3","DPLc3_lateral","ON","PD5","PD5b","PD5b1","PD5b1#1","449634539","new","new:PD5b1","cell.type","preliminary","unknown","none","Marin et al. 2020","Marin et al. 2020","PDM07s_pc","449634539",NA
"109","4974403","PV2 4974404 Hobby ASB","VPNp&v1","VPNp&v1_posterior","BLP1","BLP1_posterior","ON","PLPT","PLP-PN","PLP-PN1","PLP-PN1#1","882400424","new","new:PLP-PN1","cell.type","preliminary","acetylcholine","none","Dolan et al. 2019","Dolan et al. 2019","uncertain","882400424",NA
"110","1478950","putative peptidergic neuron 1478951 NM ASB","unknown2","unknown2","unknown2","unknown2","IN","PV1","PV1a","PPL2ab-PN1","PPL2ab-PN1#1","294436967","old","MB583B#1","cell.type","rough","GABA","none","Marin et al. 2020","Marin et al. 2020","PPL2ab-PN1","294436967",TRUE
"111","11545702","PV12a1 putative Gad1-F-600202 40613 AJ","Primary","Primary","Primary","Primary","ON","PV12","PV12a","PV12a1","PV12a1#1","883479122","old","Gad1-F-600202","cell.type","rough","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Huoviala et al. 2019; Frechter et al. 2019; Dolan et al. 2019","LHPV12a1","480590566",TRUE
"112","2051048","LH-Ca -> LH-CA 2051049 Beauty Left ASB","Primary","Primary","Primary","Primary","ON","PV11","PV12a","PV12a0","PV12a1#2","883479122","old","Gad1-F-600202","cell.type","rough","unknown","none","Bates & Schlegel et al. 2019","Bates & Schlegel et al. 2020; Huoviala et al. 2019; Frechter et al. 2019; Dolan et al. 2019","LHPV12a1","574688051",TRUE
"113","30571","putative TH-F-000011 30572 BH","unknown2","unknown2","unknown2","unknown2","ON","PV1","PV1b","PV1b2","PV1b2#1","5813071348","old","TH-F-000011","cell.type","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV1b1","5813071348",TRUE
"114","1093554","PV1j1 LH.R - SLP.R -> SCL.R - PLP.R 1093555 FML Biscayne - potential downstream of DL4","VLPl&p2","VLPl&p2_posterior","BVLp2","BVLp2_posterior","ON","PV1","PV1j","PV1j1","PV1j1#1","511685955","new","new:PV1j1","cell.type","rough","unknown","none","Huoviala et al. 2020","Huoviala et al. 2020","LHPV7a2","511685955",TRUE
"115","3469191","PV1k1 bilateral neuron 3469192 RJVR Noh","unknown2","unknown2","unknown2","unknown2","ON","PV1","PV1k","PV1k1","PV1k1#1","5812981753","new","new:PV1k1","cell.type","rough","unknown","none","Huoviala et al. 2020","Huoviala et al. 2020","LHPV1c1","5812981753",TRUE
"116","1703872","PV2a1#1 1703873 FML Beech - downstream of DA2","VPNp&v1","VPNp&v1_posterior","BLP1","BLP1_posterior","ON","PV2","PV2a","PV2a1","PV2a1#1","758903321","old","L258#5","cell.type","complete","unknown","none","Dolan et al. 2019","Bates & Schlegel et al. 2020; Huoviala et al. 2019; Frechter et al. 2019; Dolan et al. 2019","LHPV2a2","791311618",TRUE
"117","1104156","PV2a1#4 [LH.R] 1104157 Punch RJVR","VPNp&v1","VPNp&v1_posterior","BLP1","BLP1_posterior","ON","PV2","PV2a","PV2a1","PV2a1#2","789934899","old","131028c0","cell.type","rough","unknown","none","Huoviala et al. 2020","Huoviala et al. 2020","LHPV2a3","698194389",TRUE
"118","79579","PV2 [LH.R] 79580 JH Benzene","VPNp&v1","VPNp&v1_posterior","BLP1","BLP1_posterior","LN","PV2","PV2a","PV2a1","PV2a1#3","853717974","old","L258#17","cell.type","preliminary","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV2a1","853717974",TRUE
"119","4181593","PV2 [LH.R] 4181594 RJVR","VPNp&v1","VPNp&v1_posterior","BLP1","BLP1_posterior","LN","PV2","PV2a","PV2a1","PV2a1#4","822005494","old","L258#17","cell.type","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV2a1","5813090530",TRUE
"120","5183432","PV2 [LH.R] 5183433 RJVR ECM","VPNp&v1","VPNp&v1_posterior","BLP1","BLP1_posterior","LN","PV2","PV2a","PV2a1","PV2a1#5","822005494","old","L258#3","cell.type","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV2a1","822005494",TRUE
"121","1710886","LH.R -> LH.R - SCL.R 1710887 Fial RJVR","VLPp&l1","VLPp&l1_dorsal","DPLpv","DPLpv_dorsal","ON","PV2","PV2a","PV2a2","PV2a2#1","913345831","old","L568#6","cell.type","complete","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019","LHPV2c4","917842566",TRUE
"122","1316519","PV2a2#1 1316520 Golden Eagle GSXEJ RJVR","VPNp&v1","VPNp&v1_posterior","BLP1","BLP1_posterior","ON","PV2","PV2a","PV2a4","PV2a4#1","698194389","new","new:PV2a4","cell.type","complete","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020","LHPV2b5","698194389",TRUE
"123","5062598","BLP3#1 LH.R-CAL.R 5062599 MEB RJVR Vulcano","unknown6","unknown6_ventral","BLP3","BLP3_ventral","ON","PV2","PV2b","PV2b1","PV2b1#1","604070461","old","L258#9","cell.type","preliminary","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV6k2","604070461",TRUE
"124","3931886","PV2 3931887 RJVR ASB","VPNp&v1","VPNp&v1_posterior","BLP1","BLP1_posterior","ON","PV2","PV2b","PV2b1","PV2b1#2","822009511","old","L2013#2","cell.type","preliminary","unknown","none","Dolan et al. 2019","Dolan et al. 2019","LHPV2a1","822005494",TRUE
"125","11524508","LH.R -> LH.R - SCL 2659672 FML Grassy - downstream of DL4","VLPp&l1","VLPp&l1_dorsal","DPLpv","DPLpv_dorsal","ON","PV2","PV2c","PV2c1","PV2c1#1","819220237","old","Cha-F-000242","cell.type","complete","acetylcholine","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019","LHPV2c1","819220237",TRUE
"126","3376158","PV2c2 IPS.R Downstream 3376159 Kabuki RJVR","VPNp&v1","VPNp&v1_posterior","BLP1","BLP1_posterior","ON","PV2","PV2c","PV2c1","PV2c1#2","819220237","old","L1328#2","cell.type","complete","acetylcholine","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019","LHPV6o1","727527845",TRUE
"127","3136591","PV2d1#1 DL4 upstream 3136592 Auk RJVR ASB","VLPp&l1","VLPp&l1_dorsal","DPLpv","DPLpv_dorsal","ON","PV2","PV2c","PV2c1","PV2c1#2","913345831","old","L1328#1","cell.type","preliminary","acetylcholine","none","Dolan et al. 2019","Dolan et al. 2019","LHPV2c4","913345831",TRUE
"128","3932461","PV2 [LH.R] 3932462 ASB","VPNp&v1","VPNp&v1_posterior","BLP1","BLP1_posterior","ON","PV2","PV2d","PV2d1","PV2d1#1","758903321","old","L1847#1","cell.type","preliminary","GABA","none","Dolan et al. 2019","Dolan et al. 2019","LHPV2a1","758903321",TRUE
"129","3931736","PV3f1#1 3931737 Goshawk ASB","VPNp1","VPNp1_posterior","BLD5","BLD5_posterior","ON","PV3","PV3f","PV3f1","PV3f1#1","1068912795","old","Gad1-F-700071","cell.type","preliminary","acetylcholine","none","Dolan et al. 2019","Dolan et al. 2019","LHPV3b1","1068912795",TRUE
"130","11522927","PV4a1#1 4A 4044753 Valerie SD","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4a","PV4a1","PV4a1#1","790918133","old","L1467#27","cell.type","complete","glutamate","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Varela et al. 2019","LHPV4a1","790918098",TRUE
"131","7483643","PV4a1#2 [LH.R] 4A 2861336 Igloo ASB","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4a","PV4a1","PV4a1#2","790918133","old","L1467#13","cell.type","complete","glutamate","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Varela et al. 2019","LHPV4a1","790918133",TRUE
"132","3897655","PV4a1#3 3897656 Christine Daa,ao¬(C) SD","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4a","PV4a1","PV4a1#3","790918133","old","L1467#13","cell.type","complete","glutamate","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Varela et al. 2019","LHPV4a1","760566169",TRUE
"133","4355299","PV4 [LH.R] 4355300 Pontmercy SD","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4a","PV4a10","PV4a10#1","820581604","old","130627c0","cell.type","preliminary","glutamate","none","Dolan et al. 2019","Dolan et al. 2019","LHPV4a9","820581604",TRUE
"134","2548003","PV4a7#1 2548004 Teal ASB","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4a","PV4a10","PV4a10#1","5813048298","old","Cha-F-600207","cell.type","complete","glutamate","Local1","Dolan et al. 2019","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Jeanne et al. 2018; Varela et al. 2019","LHPV4b3","572642334",TRUE
"135","2633914","PV4a12#1 [LH.R] 2633915 Jenkins RJVR","SLPp&v1","SLPp&v1_posterior","DPLp2","DPLp2_posterior","ON","PV4","PV4a","PV4a12","PV4a12#1","574037479","old","L1842#4","cell.type","rough","glutamate","none","Huoviala et al. 2020","Huoviala et al. 2020","LHPV4b8","912022802",TRUE
"136","2435769","PV4a12#2 [LH.R] DA2 Downstream 2435770 RJVR","SLPp&v1","SLPp&v1_posterior","DPLp2","DPLp2_posterior","ON","PV4","PV4a","PV4a12","PV4a12#2","574037479","old","L1842#4","cell.type","rough","glutamate","none","Huoviala et al. 2020","Huoviala et al. 2020","LHPV4b7","513323340",TRUE
"137","6825565","PV4a2#4 6825566 Wigeon ASB","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4a","PV4a2","PV4a2#1","790918176","old","130625c0","cell.type","complete","glutamate","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Varela et al. 2019","LHPV4a4","760566454",TRUE
"138","5918547","PV4a2#3 5918548 Jasmine SD","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4a","PV4a2","PV4a2#2","729518762","old","L1473#8","cell.type","complete","glutamate","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Varela et al. 2019","LHPV4a2","5813064407",TRUE
"139","4044614","PV4a2#1 4044615 Jolene SD","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4a","PV4a2","PV4a2#3","729518762","old","L1473#8","cell.type","complete","glutamate","none","Dolan et al. 2019","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Varela et al. 2019","LHPV4a2","790918176",TRUE
"140","1710793","PV4a2#2 1710794 Tipi ASB RJVR","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4a","PV4a2","PV4a2#4","790918133","old","L1467#16","cell.type","complete","glutamate","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Varela et al. 2019","LHPV4a2","760566735",TRUE
"141","11524386","PV4a3#1 5918554 Marshall SD","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4a","PV4a3","PV4a3#1","790917992","old","L1354#1","cell.type","complete","glutamate","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Varela et al. 2019","LHPV4a2","760566735",TRUE
"142","4215506","PV4a4#1 4215507 Valjean SD","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4a","PV4a5","PV4a5#1","637121560","old","130704c1","cell.type","complete","glutamate","none","Dolan et al. 2019","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Varela et al. 2019","LHPV4a4","760566744",TRUE
"143","4100701","PV4a5#1 4100702 Legolas RJVR SD","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4a","PV4a5","PV4a5#2","790577606","old","L1467#24","cell.type","complete","glutamate","none","Dolan et al. 2019","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Varela et al. 2019","LHPV4a6","729867427",TRUE
"144","3367291","PV4 [LH.R] 3367292 Twirl ASB","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4a","PV4a7","PV4a7#1","698820341","old","L1473#1","cell.type","preliminary","unknown","none","Dolan et al. 2019","Dolan et al. 2019","LHPV4a7","729530620",TRUE
"145","6203604","PV4b1#1 6203605 Kingfisher ASB","SLPp&v1","SLPp&v1_posterior","DPLp2","DPLp2_posterior","ON","PV4","PV4b","PV4b1","PV4b1#1","5901193788","old","L1827#4","cell.type","preliminary","acetylcholine","none","Dolan et al. 2019","Dolan et al. 2019","LHPV4b1","604398262",TRUE
"146","2096700","PV4b2 2096701 Phil Harris RJVR","SLPp&v1","SLPp&v1_posterior","DPLp2","DPLp2_posterior","ON","PV4","PV4b","PV4b2","PV4b2#1","881329355","old","VGlut-F-400084","cell.type","complete","glutamate","none","Dolan et al. 2019","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019","LHPV4b7","513323340",TRUE
"147","5605174","LAC PV4c3#4 5605175 ECM Winds of Winter","SLPp&v1","SLPp&v1_posterior","DPLp2","DPLp2_posterior","ON","PV4","PV4b","PV4b6","PV4b6#1","356153135","new","L2316#2","anatomy.group","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV4c3","356153135",TRUE
"148","1091854","LAC PV4c3#5 1091855 FML Teatable","SLPp&v1","SLPp&v1_posterior","DPLp2","DPLp2_posterior","ON","PV4","PV4b","PV4b6","PV4b6#2","417890128","new","L2316#2","anatomy.group","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV4c4","417890128",TRUE
"149","6292583","LAC PV4c3#1 6292584 ECM Daenerys","SLPp&v1","SLPp&v1_posterior","DPLp2","DPLp2_posterior","ON","PV4","PV4c","PV4c1","PV4c1#1","5813058028","old","L2316#2","cell.type","rough","glutamate","none","Marin et al. 2020","Marin et al. 2020","LHPV4c1","694813676",TRUE
"150","1103232","PV4 DA2 Downstream 1103233 RJVR","SLPp&v1","SLPp&v1_posterior","DPLp2","DPLp2_posterior","ON","PV4","PV4c","PV4c1","PV4c1#2","386833812","old","L2316#2","cell.type","preliminary","glutamate","none","Dolan et al. 2019","Dolan et al. 2019","LHPV4c4","386833812",TRUE
"151","3968249","LAC PV4c3#2 3968250 RJVR ECM Viserys","SLPp&v1","SLPp&v1_posterior","DPLp2","DPLp2_posterior","ON","PV4","PV4c","PV4c1","PV4c1#2","540998783","old","L2392#2","cell.type","rough","glutamate","none","Marin et al. 2020","Marin et al. 2020","LHPV4c1","540998783",TRUE
"152","1120955","LAC PV4c3#3 1120956 GSXEJ ECM Aerys","SLPp&v1","SLPp&v1_posterior","DPLp2","DPLp2_posterior","ON","PV4","PV4c","PV4c1","PV4c1#3","5813058028","old","L2316#2","cell.type","rough","glutamate","none","Marin et al. 2020","Marin et al. 2020","LHPV4c1","5813058028",TRUE
"153","4292232","PV4c2#1 4292233 Jekyll SD","SLPp&v1","SLPp&v1_posterior","DPLp2","DPLp2_posterior","ON","PV4","PV4c","PV4c3","PV4c3#1","880987844","old","L1397#1","cell.type","preliminary","glutamate","none","Dolan et al. 2019","Dolan et al. 2019","LHPV4g1","880987844",TRUE
"154","3081576","PV4d2#2 3081577 Usurped Kingfisher RJVR","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4d","PV4d2","PV4d2#1","667824200","old","Cha-F-100278","cell.type","rough","unknown","none","Huoviala et al. 2020","Huoviala et al. 2020","LHPV4h3","485387561",TRUE
"155","1869224","PV4d2#1 1869225 Baza ASB","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4d","PV4d4","PV4d4#1","604735961","old","L979#1","cell.type","preliminary","glutamate","none","Dolan et al. 2019","Dolan et al. 2019","LHPV4b13","604735961",TRUE
"156","4044728","29D? 4044729 jafar SD","LHp1","LHp1","BLP4","BLP4","ON","PV4","PV4e","PV4e3","PV4e3#1","5813012970","old","Cha-F-500298","cell.type","preliminary","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV4h1","5813012970",TRUE
"157","3788293","PV5a1 3788294  PV5 Chester ASB","DL2","DL2_lateral","CP3","CP3_lateral","ON","PV5","PV5a","PV5a1","PV5a1#1","573333284","old","120708c1","cell.type","complete","acetylcholine","LHON-I","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Aso et al. 2014","LHPV5a1","609941228",TRUE
"158","2042935","PV5a1#1 2042936 A Spoon in Many Liquids PS","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5a","PV5a1","PV5a1#1","696082279","old","120708c1","cell.type","complete","acetylcholine","LHON-I","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Aso et al. 2014","LHPV5d2","696082279",TRUE
"159","5937632","PV5a1#10 5937633 Blood Pact ASB","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5a","PV5a1","PV5a1#10","604368022","old","Gad1-F-900137","cell.type","complete","acetylcholine","LHON-I","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Aso et al. 2014","LHPV5a1","573683455",TRUE
"160","11522498","PV5a1#11 3788507 Giric ASB","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5a","PV5a1","PV5a1#11","573333284","old","L378#1","cell.type","complete","acetylcholine","LHON-I","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Aso et al. 2014","LHPV5a1","609941228",TRUE
"161","2425247","PV5a1#1 1288666 Falcon ASB","DL2","DL2_lateral","CP3","CP3_lateral","ON","PV5","PV5a","PV5a1","PV5a1#2","573333284","old","L166#5","cell.type","complete","acetylcholine","LHON-I","Dolan et al. 2019","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Aso et al. 2014","LHPV5a2","579576294",TRUE
"162","2204528","PV5a1#2 2204529 Mr Hooly Hooly ASB","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5a","PV5a1","PV5a1#2","609941228","old","L378#1","cell.type","complete","acetylcholine","LHON-I","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Aso et al. 2014","LHPV5a1","609941228",TRUE
"163","2831091","PV5a1#4 2831092 A Danger to Myself and Others RJVR AJES","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5a","PV5a1","PV5a1#4","573333284","old","Gad1-F-400275","cell.type","complete","acetylcholine","LHON-I","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Aso et al. 2014","LHPV5a1","604368022",TRUE
"164","5806820","PV5a1#6 2251207 Covenant ASB","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5a","PV5a1","PV5a1#6","572651463","old","Gad1-F-100099","cell.type","complete","acetylcholine","LHON-I","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Aso et al. 2014","LHPV5a5","572651463",TRUE
"165","5807209","PV5a1#7 5807210 Hot Breath ARJ","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5a","PV5a1","PV5a1#7","577546843","old","L224#1","cell.type","complete","acetylcholine","LHON-I","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Aso et al. 2014","LHPV5a1","573333903",TRUE
"166","5807249","PV5a1#8 5807250 Jean-Claude ARJ","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5a","PV5a1","PV5a1#8","727838223","old","130118c0","cell.type","complete","acetylcholine","LHON-I","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Aso et al. 2014","LHPV5d4","454706029",TRUE
"167","5807321","PV5a1#9 5807322 Unicum Zwack ARJ","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5a","PV5a1","PV5a1#9","604368022","old","L166#6","cell.type","complete","acetylcholine","LHON-I","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019; Aso et al. 2014","LHPV5a1","573333903",TRUE
"168","1299626","PV5a2#1 1299627 You Came To * But Left Your * At Home ASB","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5a","PV5a2","PV5a2#1","573670049","old","L166#4","cell.type","complete","unknown","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019","LHPV5a2","573670049",TRUE
"169","5807241","PV5b1#1 5807242 Make Good Decisions GSXEJ","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5b","PV5b1","PV5b1#1","454706029","old","160121c1","cell.type","complete","acetylcholine","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019","LHPV5d4","454706029",TRUE
"170","5807269","PV5b1#1 5807270 Disgraced Tennis Player ARJ ASB","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5b","PV5b1","PV5b1#2","454706029","old","160121c1","cell.type","complete","acetylcholine","none","Bates & Schlegel et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019","LHPV5d4","454706029",TRUE
"171","5292219","PV5b2#1 5292220 Hawk ASB","DL1","DL1_dorsal","CP2","CP2_dorsal","ON","PV5","PV5b","PV5b2","PV5b2#1","5901203559","old","130425c1","cell.type","preliminary","acetylcholine","none","Dolan et al. 2019","Dolan et al. 2019","LHPV5b2","5901203559",TRUE
"172","4945705","[LH.R] --> ? 4945706 SD","DL1","DL1_dorsal","CP2","CP2_dorsal","ON","PV5","PV5b","PV5b3","PV5b3#1","705722260","old","L849#1","cell.type","preliminary","unknown","none","Dolan et al. 2019","Dolan et al. 2019","LHPV5b3","575750788",TRUE
"173","5676478","PV5c1#1 5676479 Tawny Owl ASB","DL1","DL1_dorsal","CP2","CP2_dorsal","ON","PV5","PV5c","PV5c2","PV5c2#1","455751103","old","E0585-F-300050","cell.type","complete","acetylcholine","none","Dolan et al. 2019","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019","LHPV5c2","485728655",TRUE
"174","6197374","PV5c2#1 6197375 Marsh Harrier ASB","DL1","DL1_dorsal","CP2","CP2_dorsal","ON","PV5","PV5c","PV5c2","PV5c2#2","768132738","old","L173#1","cell.type","preliminary","acetylcholine","none","Dolan et al. 2019","Dolan et al. 2019","LHPV5c3","611620813",TRUE
"175","1621078","PV5 [LH.R->] 1621079 Canary ASB","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5g","PV5g1","PV5g1#1","702010197","old","L374#2","cell.type","preliminary","acetylcholine","none","Dolan et al. 2019","Dolan et al. 2019","LHPV5g3","639958133",TRUE
"176","5807217","PV5g2#1 5807218 ARJ ASB","DL2","DL2_dorsal","CP3","CP3_dorsal","ON","PV5","PV5g","PV5g2","PV5g2#2","5901208687","old","L374#8","cell.type","preliminary","acetylcholine","none","Dolan et al. 2019","Dolan et al. 2019","LHPV5g2","608240515",TRUE
"177","1546454","EB canal neuron 1546455 AES","DL1","DL1_dorsal","CP2","CP2_dorsal","ON","PV5","PV5k","PV5k1","PV5k1#1","732034061","old","L528#1","cell.type","preliminary","unknown","none","Dolan et al. 2019","Dolan et al. 2019","LHPV5k1","732034061",FALSE
"178","11128057","LAC LHp2#6 11128058 LB Ygritte clan","LHp2","LHp2_medial","DPLp1","DPLp1_medial","ON","PV5","PV5l","PV5l1","PV6f1#1","5813022453","new","L374#5","pnt","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV6f1","5813022453",TRUE
"179","8808525","LAC LHp2#5 8808526 ECM Ygritte clan","LHp2","LHp2_medial","DPLp1","DPLp1_medial","ON","PV5","PV5l","PV5l1","PV6f1#2","5813022453","new","L374#5","pnt","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV6f1","5813022453",TRUE
"180","5824712","LAC LHp2#4 5824713 LB Ygritte clan","LHp2","LHp2_medial","DPLp1","DPLp1_medial","ON","PV5","PV5l","PV5l1","PV6f1#3","694471913","new","L374#5","pnt","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV6f1","695167675",TRUE
"181","4214681","LAC LHp2#1 4214682 ECM Ygritte clan","LHp2","LHp2_medial","DPLp2","DPLp1_medial","ON","PV5","PV5l","PV5l1","PV6f1#4","694471913","new","L374#5","pnt","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV6f1","694472667",NA
"182","4182361","LAC LHp2#2 4182362 MT Ygritte clan","LHp2","LHp2_medial","DPLp1","DPLp1_medial","ON","PV5","PV5l","PV5l1","PV6f1#5","694471913","new","L374#5","pnt","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV6f1","694471913",TRUE
"183","4182148","LAC LHp2#3 4182149 ECM Ygritte clan","LHp2","LHp2_medial","DPLp1","DPLp1_medial","ON","PV5","PV5l","PV5l1","PV6f1#6","694471913","new","L374#5","pnt","rough","unknown","none","Marin et al. 2020","Marin et al. 2020","LHPV6f1","694471913",TRUE
"184","8739442","PV6 8739443 Unexpected Victory CMM ASB","LHp2","LHp2_medial","DPLp1","DPLp1_medial","ON","PV6","PV6a","PV6a1","PV6a1#1","511626068","old","L62#1","cell.type","preliminary","acetylcholine","none","Dolan et al. 2019","Dolan et al. 2019","LHPV6a1","511626068",TRUE
"185","1101751","PV6a3#1 1101752 FML RJVR Caligari","LHp2","LHp2_medial","DPLp1","DPLp1_medial","ON","PV6","PV6a","PV6a3","PV6a3#1","574372960","old","L2185#1","cell.type","complete","acetylcholine","none","Huoviala et al. 2020","Bates & Schlegel et al. 2020; Frechter et al. 2019; Dolan et al. 2019","LHPV6a3","574372960",TRUE
"186","2130631","PV6a3#2 2130632 Wilson FML ASB ","LHp2","LHp2_medial","DPLp1","DPLp1_medial","ON","PV6","PV6a","PV6a3","PV6a3#2","388863775","old","L2185#1","cell.type","preliminary","acetylcholine","none","Dolan et al. 2019","Dolan et al. 2019","LHPV6a3","388863775",TRUE
