"bodyid","type","cbf","m.type","c.type","cbf.change","class","cell.type","ItoLee_Hemilineage","Hartenstein_Hemilineage","FAFB.match","FAFB.match.quality","LM.match","LM.match.quality","published","type.change","pnt","connectivity.type"
"574027813","CL012a","ADL12","ADL12b","ADL12b_pct",FALSE,"LHN","LHAD2c3","VLPd1","DPLam","none","none","none","none",FALSE,FALSE,"LHAD2","LHAD2c3"
"760272462","CL012a","ADL12","ADL12b","ADL12b_pct",FALSE,"LHN","LHAD2c3","VLPd1","DPLam","none","none","none","none",FALSE,FALSE,"LHAD2","LHAD2c3"
"788519447","CL012a","ADL12","ADL12b","ADL12b_pct",FALSE,"LHN","LHAD2c3","VLPd1","DPLam","none","none","none","none",FALSE,FALSE,"LHAD2","LHAD2c3"
"573713481","CL012b","ADL12","ADL12b","ADL12ob_pct",FALSE,"LHN","LHAD2c1","VLPd1","DPLam","none","none","none","none",TRUE,FALSE,"LHAD2","LHAD2c1"
"576843029","CL012b","ADL12","ADL12b","ADL12ob_pct",FALSE,"LHN","LHAD2c1","VLPd1","DPLam","none","none","none","none",TRUE,FALSE,"LHAD2","LHAD2c1"
"666136034","CL012c","ADL12","ADL12b","ADL12oe_pct",FALSE,"LHN","LHAD2c2","VLPd1","DPLam","none","none","none","none",FALSE,FALSE,"LHAD2","LHAD2c2"
"917497441","CL012c","ADL12","ADL12b","ADL12oe_pct",FALSE,"LHN","LHAD2c2","VLPd1","DPLam","none","none","none","none",FALSE,FALSE,"LHAD2","LHAD2c2"
"390952738","LH033a","ADL12","ADL12q","ADL12ot_pct",FALSE,"LHN","LHAD2e1","VLPd1","DPLam","1105308","good","none","none",TRUE,FALSE,"LHAD2","LHAD2e1"
"361968122","LH033b","ADL12","ADL12q","ADL12t_pct",FALSE,"LHN","LHAD2e3","VLPd1","DPLam","none","none","none","none",FALSE,FALSE,"LHAD2","LHAD2e3"
"670219670","LH034a","ADL12","ADL12o","ADL12r_pct",FALSE,"LHN","LH","VLPd1","DPLam","none","none","none","none",TRUE,FALSE,"LH","LH"
"702364805","LH055a","ADL27","ADL27f","ADL27i_pct",FALSE,"LHN","LHAD2b1","SLPad1","DPLl3","none","none","none","none",TRUE,FALSE,"LHAD2","LHAD2b1"
"330604760","SLP060a","ADL12","ADL12p","ADL12s_pct",FALSE,"LHN","LHAD2e2","VLPd1","DPLam","none","none","none","none",FALSE,FALSE,"LHAD2","LHAD2e2"
"706831482","SMP039a","ADL27","ADL27e","ADL27e_pct",FALSE,"LHN","LHAD2d1","SLPad1","DPLl3","none","none","none","none",TRUE,FALSE,"LHAD2","LHAD2d1"
"453350926","ADL02p_pct","ADL02",NA,NA,FALSE,NA,"LHAD2f1",NA,NA,"2115466","good","VGlut-F-700522","good",FALSE,FALSE,"LHAD2","LHAD2f1"
"392307898","ADL02p_pct","ADL02",NA,NA,FALSE,NA,"LHAD2f1",NA,NA,"3324315","poor","none","none",FALSE,FALSE,"LHAD2","LHAD2f1"
"420956213","ADL02p_pct","ADL02",NA,NA,FALSE,NA,"LHAD2f1",NA,NA,"5675915","medium","VGlut-F-600424","good",FALSE,FALSE,"LHAD2","LHAD2f1"
