"bodyid","type","cbf","m.type","c.type","cbf.change","class","cell.type","ItoLee_Hemilineage","Hartenstein_Hemilineage","FAFB.match","FAFB.match.quality","LM.match","LM.match.quality","published","type.change","pnt","connectivity.type"
"729530620","LH068a","PDL08","PDL08g","PDL08la_pct",FALSE,"LHN","LHPV4a7","LHp1","BLP4","3367291","medium","L1467#1","good",TRUE,TRUE,"LHPV4","LHPV4a7f"
"729867427","LH068a","PDL08","PDL08g","PDL08la_pct",FALSE,"LHN","LHPV4a6","LHp1","BLP4","4100701","medium","VGlut-F-600752","good",TRUE,TRUE,"LHPV4","LHPV4a6"
"790918021","LH068b","PDL08","PDL08g","PDL08lb_pct",FALSE,"LHN","LHPV4f1","LHp1","BLP4","none","none","L1475#5","medium",TRUE,FALSE,"LHPV4","LHPV4f1b"
"942677658","LH068c","PDL08","PDL08g","PDL08lc_pct",FALSE,"LHN","LHPV4f1","LHp1","BLP4","5918547","medium","L1467#23","medium",TRUE,FALSE,"LHPV4","LHPV4f1a"
"729518762","LH068d","PDL08","PDL08g","PDL08oc_pct",FALSE,"LHN","LHPV4a4","LHp1","BLP4","5918547","good","Cha-F-700255","medium",TRUE,TRUE,"LHPV4","LHPV4a4c"
"760566744","LH068d","PDL08","PDL08g","PDL08oc_pct",FALSE,"LHN","LHPV4a4","LHp1","BLP4","6825565","medium","L1475#2","medium",TRUE,TRUE,"LHPV4","LHPV4a4c"
"790917992","LH068d","PDL08","PDL08g","PDL08oc_pct",FALSE,"LHN","LHPV4a3","LHp1","BLP4","11524386","good","L1467#10","good",TRUE,TRUE,"LHPV4","LHPV4a3"
"760566454","LH068e","PDL08","PDL08g","PDL08of_pct",FALSE,"LHN","LHPV4a4","LHp1","BLP4","6825565","good","L1385#21","good",TRUE,TRUE,"LHPV4","LHPV4a4b"
"760566746","LH068e","PDL08","PDL08g","PDL08of_pct",FALSE,"LHN","LHPV4a4","LHp1","BLP4","6900869","medium","L1475#13","good",TRUE,TRUE,"LHPV4","LHPV4a4b"
"761236545","LH068e","PDL08","PDL08g","PDL08of_pct",FALSE,"LHN","LHPV4a7","LHp1","BLP4","9046648","medium","none","none",TRUE,TRUE,"LHPV4","LHPV4a7e"
"699515201","LH068f","PDL08","PDL08g","PDL08oj_pct",FALSE,"LHN","LHPV4i1","LHp1","BLP4","5136822","medium","fru-M-500368","good",FALSE,FALSE,"LHPV4","LHPV4i1"
"759888465","LH068f","PDL08","PDL08g","PDL08oj_pct",FALSE,"LHN","LHPV4i1","LHp1","BLP4","5136822","medium","none","none",FALSE,FALSE,"LHPV4","LHPV4i1"
"760569606","LH068f","PDL08","PDL08g","PDL08oj_pct",FALSE,"LHN","LHPV4i1","LHp1","BLP4","5136822","good","Cha-F-500303","good",FALSE,FALSE,"LHPV4","LHPV4i1"
"605416852","LH068g","PDL08","PDL08g","PDL08ot_pct",FALSE,"LHN","LHPV4a5","LHp1","BLP4","2846914","poor","none","none",TRUE,FALSE,"LHPV4","LHPV4a5b"
"637121560","LH068g","PDL08","PDL08g","PDL08ot_pct",FALSE,"LHN","LHPV4a5","LHp1","BLP4","4215506","good","L1477#1","medium",TRUE,FALSE,"LHPV4","LHPV4a5b"
"730222949","LH068h","PDL08","PDL08g","PDL08ow_pct",FALSE,"LHN","LHPV4a5","LHp1","BLP4","5136822","medium","130913c0","good",TRUE,FALSE,"LHPV4","LHPV4a5a"
"730563850","LH068h","PDL08","PDL08g","PDL08ow_pct",FALSE,"LHN","LHPV4a5","LHp1","BLP4","1708180","good","none","none",TRUE,FALSE,"LHPV4","LHPV4a5a"
"5813070112","LH068h","PDL08","PDL08g","PDL08ow_pct",FALSE,"LHN","LHPV4a5","LHp1","BLP4","5136822","poor","none","none",TRUE,FALSE,"LHPV4","LHPV4a5a"
"760566735","LH068i","PDL08","PDL08g","PDL08p_a_pct",FALSE,"LHN","LHPV4a2","LHp1","BLP4","4044614","medium","L1467#2","good",TRUE,FALSE,"LHPV4","LHPV4a2"
"790918176","LH068i","PDL08","PDL08g","PDL08p_a_pct",FALSE,"LHN","LHPV4a2","LHp1","BLP4","6825565","good","L1467#11","good",TRUE,FALSE,"LHPV4","LHPV4a2"
"5813064407","LH068i","PDL08","PDL08g","PDL08p_a_pct",FALSE,"LHN","LHPV4a2","LHp1","BLP4","7483643","good","fru-F-400219","good",TRUE,FALSE,"LHPV4","LHPV4a2"
"760225398","LH068j","PDL08","PDL08g","PDL08p_b_pct",FALSE,"LHN","LHPV4a1","LHp1","BLP4","3897655","medium","L1467#26","good",TRUE,FALSE,"LHPV4","LHPV4a1"
"760566169","LH068j","PDL08","PDL08g","PDL08p_b_pct",FALSE,"LHN","LHPV4a1","LHp1","BLP4","3897655","good","L1467#8","good",TRUE,FALSE,"LHPV4","LHPV4a1"
"790918098","LH068j","PDL08","PDL08g","PDL08p_b_pct",FALSE,"LHN","LHPV4a1","LHp1","BLP4","11522927","good","L1467#16","good",TRUE,FALSE,"LHPV4","LHPV4a1"
"790918133","LH068j","PDL08","PDL08g","PDL08p_b_pct",FALSE,"LHN","LHPV4a1","LHp1","BLP4","11522927","good","L1735#9","good",TRUE,FALSE,"LHPV4","LHPV4a1"
"729535748","LH068k","PDL08","PDL08g","PDL08r_pct",FALSE,"LHN","LHPV4i2","LHp1","BLP4","none","none","none","none",FALSE,FALSE,"LHPV4","LHPV4i2"
"760907730","LH068l","PDL08","PDL08g","PDL08s_pct",FALSE,"LHN","LHPV4a4","LHp1","BLP4","5670783","medium","L1473#9","good",TRUE,FALSE,"LHPV4","LHPV4a4a"
"636758191","LH069a","PDL08","PDL08f","PDL08m_a_pct",FALSE,"LHN","LHPV4a7","LHp1","BLP4","3323947","medium","Cha-F-600207","good",TRUE,TRUE,"LHPV4","LHPV4a7d"
"696095496","LH069a","PDL08","PDL08f","PDL08m_a_pct",FALSE,"LHN","LHPV4a9","LHp1","BLP4","3768827","medium","none","none",TRUE,TRUE,"LHPV4","LHPV4a9b"
"821957319","LH069a","PDL08","PDL08f","PDL08m_a_pct",FALSE,"LHN","LHPV4a9","LHp1","BLP4","3323947","medium","none","none",TRUE,TRUE,"LHPV4","LHPV4a9b"
"605727696","LH069b","PDL08","PDL08f","PDL08m_b_pct",FALSE,"LHN","LHPV4a7","LHp1","BLP4","3324034","good","none","none",TRUE,FALSE,"LHPV4","LHPV4a7c"
"698820341","LH069b","PDL08","PDL08f","PDL08m_b_pct",FALSE,"LHN","LHPV4a7","LHp1","BLP4","3367291","good","130205c2","medium",TRUE,FALSE,"LHPV4","LHPV4a7c"
"698846552","LH069b","PDL08","PDL08f","PDL08m_b_pct",FALSE,"LHN","LHPV4a7","LHp1","BLP4","4044660","medium","none","none",TRUE,FALSE,"LHPV4","LHPV4a7c"
